,Cod_setor,IDHL-Setor,AlfabIDHM,RendaIDHM
0,150270705000001,0.8666666666666667,0.9938837920489297,0.7025666383804223
1,150270705000002,0.8833333333333333,0.9141423278189847,0.549581989037007
2,150270705000003,0.85,0.9092083604486468,0.5820549547111589
3,150270705000005,0.7333333333333333,0.9491525423728814,0.4858676551846948
4,150270705000007,0.7666666666666667,0.8765031930499556,0.5005575971866434
5,150270705000008,0.7333333333333333,0.8732085776322048,0.37612895668863305
6,150270705000009,0.7166666666666667,0.8225427314550523,0.41994073767870665
7,150270705000010,0.8,0.8579751663756268,0.5066733967692759
8,150270705000011,0.8166666666666667,0.9020899872864275,0.4960040953231843
9,150270705000012,0.8833333333333333,0.9365552057630676,0.5241964481595097
10,150270705000013,0.7833333333333333,0.9021592442645074,0.5838587388891452
11,150270705000014,0.8666666666666667,0.9463032967032966,0.6452500378823233
12,150270705000015,0.85,0.9858299595141701,0.6696024769571499
13,150270705000016,0.8666666666666667,0.9350263932472208,0.669943212902233
14,150270705000017,0.85,0.8971185037392946,0.5341103420646258
15,150270705000018,0.85,0.9082815734989648,0.5798047586508338
16,150270705000019,0.8333333333333334,0.9481792717086835,0.681647609323922
17,150270705000020,0.8333333333333334,0.9618576658424857,0.6614794749470183
18,150270705000021,0.8166666666666667,0.9770700636942675,0.565687048353979
19,150270705000022,0.7833333333333333,0.8941724941724942,0.5459798336830393
20,150270705000023,0.7333333333333333,0.9203346896812272,0.578310603492827
21,150270705000024,0.85,0.8535345756969043,0.48058628664117653
22,150270705000025,0.7833333333333333,0.8952610071500257,0.541366750377296
23,150270705000026,0.85,0.8817287047065306,0.5340742322679383
24,150270705000027,0.9,0.9013605442176872,0.4564648859347407
25,150270705000028,0.7666666666666667,0.7142063297191817,0.30554630852178805
26,150270705000029,0.8333333333333334,0.7742397686585919,0.40969122018700216
27,150270705000030,0.75,0.7494325568321564,0.4076771419017249
28,150270705000031,0.7166666666666667,0.8415693075688154,0.43988103706864196
29,150270705000032,0.7833333333333333,0.9125967628430683,0.5700623389778596
30,150270705000033,0.6333333333333333,0.8820861678004536,0.508841391397646
31,150270705000034,0.8,0.7919871794871796,0.5922858842067733
32,150270705000036,0.7666666666666667,0.75256947087933,0.4406468890251679
33,150270705000038,0.85,0.9104514362743257,0.5132865397368617
34,150270705000039,0.7833333333333333,0.8846637389132868,0.4205201497298624
35,150270705000040,0.8,0.795553387798236,0.42876442042407786
36,150270705000041,0.75,0.8365253650482037,0.5951145454883946
37,150270705000042,0.7166666666666667,0.7758951725513664,0.3575216820380323
38,150270705000043,0.7166666666666667,0.8889749814900908,0.3313492194687893
39,150270705000044,0.8,0.7590368336765042,0.4124265281054146
40,150270705000045,0.7166666666666667,0.8290223616507039,0.36221688397628843
41,150270705000046,0.7333333333333333,0.8401826484018265,0.5438218403527476
42,150270705000047,0.8,0.7194444444444444,0.46608641820306673
43,150270705000048,0.75,0.8249043519846962,0.4524895619447979
44,150270705000049,0.7833333333333333,0.9541666666666666,0.4198280236548041
45,150270705000050,0.9333333333333333,0.7961676646706586,0.3624050370604811
46,150270705000051,0.8166666666666667,0.766566265060241,0.5106627324393667
