,Cod_setor,IDHL-Setor,AlfabIDHM,RendaIDHM
0,290010805000001,0.6833333333333333,0.9341450216450217,0.522184597152335
1,290010805000002,0.8333333333333334,0.9137645107794361,0.5800212647110528
2,290010805000003,0.8,0.8831519806557143,0.48753207377987395
3,290010805000004,0.7666666666666667,0.9292942176870748,0.561001311202797
4,290010805000005,0.85,0.951058201058201,0.5502849220064197
5,290010805000006,0.7833333333333333,0.9244536461927767,0.4087301201826367
6,290010805000007,0.7833333333333333,0.8558124598587026,0.45550772396711714
7,290010805000008,0.8333333333333334,0.8344804981973123,0.43950797413793297
8,290010805000009,0.8666666666666667,0.9028960817717206,0.4736122397901358
9,290010805000010,0.8333333333333334,0.8948826842564982,0.47453551139527284
10,290010810000001,0.8166666666666667,0.9136149851833727,0.45310023290643464
11,290010810000002,0.75,0.8765940355457374,0.432062430680439
12,290010810000003,0.7333333333333333,0.9031934249325554,0.3183089093496231
13,290010810000004,0.8666666666666667,0.8703849175176748,0.4944447507752341
14,290010810000005,0.7666666666666667,0.877361853832442,0.43891869968544145
15,290010810000006,0.65,0.8570566219968611,0.3128791262145746
16,290010810000007,0.7,0.8847826086956522,0.4034241368732148
17,290010810000008,0.7833333333333333,0.9424971801911086,0.4274828494987386
18,290020705000001,0.7833333333333333,0.9097675507449944,0.488781932641882
19,290020705000002,0.8333333333333334,0.9313227513227513,0.5154833002398014
20,290020705000003,0.9666666666666667,0.946282808587104,0.5836409001358908
21,290020705000004,0.8,0.8557039925080748,0.4180220299313562
22,290020705000006,0.7666666666666667,0.8195767195767196,0.30112448366801703
23,290020705000007,0.7166666666666667,0.7235228539576366,0.36352684363587984
24,290020705000008,0.7333333333333333,0.6375425170068028,0.3462162145437886
25,290020705000009,0.7333333333333333,0.8655473602484473,0.4441576619845201
26,290020705000010,0.75,0.7459898601185021,0.41589972213849336
27,290020705000011,0.8,0.8646755311266486,0.43508674393903846
28,290020705000012,0.5833333333333334,0.6476210952547322,0.3234374496465246
29,290020710000001,0.8833333333333333,0.9044633527392149,0.46016007045440077
30,290020710000002,0.7333333333333333,0.8686395628944782,0.40380370171576807
31,290020710000003,0.7333333333333333,0.9111111111111111,0.37536183661681227
32,290020710000004,0.9833333333333333,0.9174962742175857,0.4381335324946454
33,290020710000005,0.8833333333333333,0.7343649258542876,0.3605234379615488
