,Cod_setor,IDHL-Setor,AlfabIDHM,RendaIDHM
0,510010205000001,0.7666666666666667,0.903898461741599,0.5303055351844781
1,510010205000002,0.7,0.9198588149348071,0.5812998032386166
2,510010205000003,0.8666666666666667,0.8677403838694161,0.6215714718562207
3,510010205000004,0.9,0.9541984732824428,0.4192378644921418
4,510010205000005,0.7833333333333333,0.8918573930596372,0.45184643433017924
5,510010205000006,0.8166666666666667,0.7220510186611881,0.47788429741926974
6,510010205000007,0.75,0.8245726495726496,0.44151982203545326
7,510010207000001,0.75,0.8826221397649969,0.5680985510959684
8,510010207000002,0.8333333333333334,0.7817578772802655,0.5201691146598842
9,510010207000003,0.75,0.8960976199105956,0.4200374368010857
10,510010210000001,0.7833333333333333,0.8788907753254103,0.5203698612056132
11,510010210000002,0.8,0.8380495603517186,0.5153373177330871
12,510020105000001,0.8,0.9458104520193276,0.7526285381543507
13,510020105000002,0.8833333333333333,0.993939393939394,0.6022431307374857
14,510020105000003,0.7166666666666667,0.9283004258614015,0.5786047711998131
15,510020105000004,0.7833333333333333,0.9562380268199234,0.6044105446412502
16,510020105000005,0.7833333333333333,0.9357701928508028,0.6060201172133384
17,510020105000006,0.7333333333333333,0.9639220109571381,0.6815479808337171
18,510020105000007,0.7666666666666667,0.9369240426867546,0.5315794456835105
19,510020105000008,0.7166666666666667,0.9929757343550447,0.6186305163297395
20,510020105000009,0.9,0.9615919360444908,0.6038011610383424
21,510020105000010,0.7166666666666667,0.8779264214046822,0.5275257755368018
22,510020105000011,0.6666666666666666,0.9717491213841578,0.6057137860145928
23,510020105000012,0.85,0.9514588859416445,0.70725880935246
24,510020105000013,0.85,0.9833035181872392,0.688157404147797
25,510020105000014,0.8166666666666667,0.9892787524366472,0.7100108460589509
26,510020105000015,0.7666666666666667,0.9652156118083218,0.7599462500931903
27,510020105000016,0.8,0.9513919684651392,0.57706868195397
28,510020105000017,0.8333333333333334,0.9146319729103546,0.5353906271050596
29,510020105000018,0.8,0.8507869674185464,0.5370502801666551
30,510020105000019,0.8166666666666667,0.9444022396668635,0.6241214865872726
31,510020105000020,0.7166666666666667,0.9301994301994302,0.6191078886697154
32,510020105000021,0.8666666666666667,0.925990675990676,0.6054469938273487
33,510020105000022,0.6,0.8898195437521279,0.6272058802616708
34,510020105000023,0.6166666666666667,0.9050925925925926,0.6297640482733928
35,510020105000024,0.6666666666666666,0.9324786324786324,0.6525423823922208
36,510020105000025,0.6833333333333333,0.9583333333333334,0.5315828230071186
37,510020105000026,0.8,0.9679012345679011,0.625144855081036
38,510020105000027,0.8166666666666667,0.9982773471145564,0.7074218191637346
39,510020105000028,0.7166666666666667,0.9318264828546917,0.5384794364502266
