,Cod_setor,IDHL-Setor,AlfabIDHM,RendaIDHM
0,310010405000001,0.7666666666666667,0.9718451483157365,0.5656075730720743
1,310010405000002,0.8166666666666667,0.9529339447102605,0.6063448565372096
2,310010405000003,0.8666666666666667,0.9458824466390571,0.6219426675261492
3,310010405000004,0.8,0.9413127536509762,0.5395079325681787
4,310010405000005,0.8,0.9554333464271685,0.5730326662757169
5,310010405000006,0.7666666666666667,0.9764705882352942,0.588592859497175
6,310010405000007,0.7333333333333333,0.9563951761421018,0.6427459997334368
7,310010405000008,0.7333333333333333,0.9823321554770318,0.7218394933125565
8,310010405000009,0.7666666666666667,0.968421052631579,0.6802707703127573
9,310010405000010,0.7666666666666667,0.9758771929824562,0.5964056544384033
10,310010405000011,0.7,0.9440559440559442,0.6785518127628855
11,310010405000012,0.7333333333333333,0.9803921568627452,0.6525217532079503
12,310010405000013,0.8,0.9657534246575343,0.6185950946667723
13,310020305000001,0.9666666666666667,0.9732953168968153,0.7778085937798567
14,310020305000002,0.8166666666666667,0.9539534883720929,0.5827619068446901
15,310020305000003,0.7833333333333333,0.9887640449438203,0.6258257905948349
16,310020305000004,0.75,0.9821493624772314,0.5998794543845252
17,310020305000005,0.9166666666666666,0.9957752429235319,0.65698864416763
18,310020305000006,0.8833333333333333,0.959016393442623,0.5798310924187946
19,310020305000007,0.6666666666666666,0.9773206884085387,0.5273617587423718
20,310020305000008,0.7666666666666667,0.9369689583968045,0.5224662629958642
21,310020305000009,1.0,,
22,310020305000010,0.8333333333333334,0.951661104203477,0.5820081144989928
23,310020305000011,0.8666666666666667,0.9735316655397792,0.6431217712298627
24,310020305000012,0.8,0.9594014313597917,0.6224867787418678
25,310020305000013,0.8,0.9838749880164892,0.7042984985121846
26,310020305000014,0.75,0.9710385200796159,0.6868898459512517
27,310020305000015,0.8,0.9399396473565272,0.5355533219241319
28,310020305000016,0.7,0.9503180403302206,0.5284911305820595
29,310020305000017,0.7333333333333333,0.9033989726577819,0.49704174586965066
30,310020305000018,0.8166666666666667,0.9667740850983576,0.5473690098344897
31,310020305000019,0.7,0.9384355619053805,0.5159640413166805
32,310020305000020,0.7833333333333333,0.929136160689182,0.4600254505516801
33,310020305000021,0.7,0.9537498691784405,0.5408349614870464
34,310020305000022,0.65,0.8097560975609756,0.5475416378660348
35,310020305000023,0.65,0.9287357941204095,0.5407775882274324
36,310020305000024,0.6666666666666666,0.9888888888888889,0.6447930438178278
37,310020305000025,0.7333333333333333,0.9492305118768819,0.6942941476095221
38,310020305000026,0.8,0.9306676919133666,0.7163443096985949
39,310020305000027,0.8166666666666667,0.9627025542433397,0.6420367411028184
40,310020305000028,0.7333333333333333,0.943728677503512,0.636495677073945
41,310020305000029,0.6333333333333333,0.9475308641975309,0.4969547225161471
42,310020305000030,0.7,0.9617834394904459,0.6462956967836238
43,310020305000031,0.7166666666666667,0.9335034013605442,0.6403397268695904
44,310020305000032,0.8166666666666667,0.9488636363636364,0.6980957429732181
45,310020305000033,0.7166666666666667,0.9602564102564103,0.5903609538948505
46,310020305000034,0.95,0.9761527032812068,0.8331209431796536
47,310020305000035,0.7333333333333333,0.9744224422442244,0.6590099626270235
48,310020305000036,0.7166666666666667,0.9028322440087146,0.5173420767517506
49,310020305000037,0.8166666666666667,0.9471154582051399,0.5506462844417357
50,310020305000038,0.7166666666666667,0.9629629629629629,0.6240257492246883
51,310070805000001,0.8,0.9736372180451127,0.6232790657476819
52,310070805000002,0.8333333333333334,0.9583230983378367,0.6125973087382307
53,310070805000004,0.6833333333333333,0.9733333333333333,0.6747744780120914
54,310070805000005,0.5833333333333334,0.9684684684684685,0.626679977701679
55,310070805000006,0.7833333333333333,0.9689922480620154,0.6272860968401054
56,310070805000007,0.8333333333333334,0.9312354312354313,0.6369407106310202
57,310070805000008,0.7666666666666667,1.0,0.7100024214248785
58,310070805000009,0.5333333333333333,0.888888888888889,0.6477725843246865
59,310080705000001,0.7666666666666667,0.9802197802197803,0.5888343181281658
60,310080705000002,0.7833333333333333,0.9565035549979087,0.5502752072192755
61,310080705000003,0.8333333333333334,0.9479756468797564,0.6084663637512242
62,310080705000005,0.6166666666666667,0.9545454545454546,0.5995418641782004
63,310080705000006,0.8166666666666667,0.9691358024691358,0.5538095434392504
64,310080705000007,0.8,0.9303326423847597,0.5366820942334343
65,310080705000008,0.7333333333333333,0.9393939393939394,0.5282119265807226
66,310080705000009,0.8333333333333334,0.9224806201550387,0.5088302696478976
67,310080705000011,0.7166666666666667,0.9348901642588562,0.4964835857399891
68,310080705000012,0.48333333333333334,0.7157738095238096,0.6789748267375192
69,310190405000001,0.9,0.9782335762438931,0.646509115739817
70,310190405000002,0.8333333333333334,0.9410270880361175,0.6532095882299768
71,310190405000003,0.7833333333333333,0.9607391313889438,0.5841755139189609
72,310190405000004,0.8833333333333333,0.9588525706503234,0.5900232505524803
73,310190405000005,0.85,0.9637249220410079,0.6243023750662853
74,310190405000006,0.7,0.9874371859296481,0.6597679002554946
75,310190405000007,0.8,0.9407888106652845,0.6069407222010681
76,310190405000008,0.85,0.9418557714245598,0.5587475628214651
77,310190405000009,0.7833333333333333,0.9609506902710597,0.5728373444799789
78,310190405000010,0.7666666666666667,0.963402571711177,0.5791235957500195
79,310190405000011,0.8166666666666667,0.9802371541501976,0.6041478785179679
80,310190405000012,0.7,0.9283042060819838,0.5416357282053843
81,310190405000013,0.6666666666666666,0.9525277539125016,0.5329509499008785
82,310190405000014,0.6833333333333333,0.9792311661506709,0.6444542086712579
83,310190405000015,0.8,0.9541136493290671,0.46983696303955313
84,310190405000017,0.7166666666666667,0.9045527741179914,0.46638807170877816
85,310190405000018,0.7833333333333333,0.9570621468926553,0.5576796800171148
86,310190405000019,0.7833333333333333,0.9044642857142856,0.5826871922507316
87,310190405000020,0.75,0.9868603042876902,0.5086961446189955
88,310190405000021,0.7333333333333333,0.9617834394904459,0.6083309691154611
89,310190405000022,0.7833333333333333,0.8790483549030971,0.5606429929081099
90,310190405000023,0.75,0.9634204970631886,0.5772110581226793
91,310190405000024,0.7833333333333333,0.9489541204609697,0.5863129635480612
92,310190405000025,0.7166666666666667,0.93482905982906,0.6412765928335799
93,310190405000026,0.9833333333333333,0.9933333333333333,0.7363285583527793
94,310190405000027,0.9,0.9489196675900277,0.6788974903648304
95,310190405000028,0.7166666666666667,0.973973973973974,0.5953021626919959
96,310190405000029,0.8,0.9830532971996386,0.5687497674990494
97,310190405000030,0.6833333333333333,0.9731578268163634,0.6766028962415199
98,310190405000031,0.7333333333333333,0.9556093623890235,0.5570857469565278
99,310190405000032,0.8,0.9506075999800787,0.570909764941983
100,310190405000033,0.5666666666666667,0.9499184910949617,0.5706785724075762
101,310190405000034,0.6666666666666666,0.9133490968167415,0.5005944259713679
102,310285205000001,0.8,0.8827952365595251,0.4571936983857045
103,310285205000002,0.7333333333333333,0.8336697277098679,0.4721198823449465
104,310285205000003,0.8333333333333334,0.8667536420961078,0.5074327934302182
105,310285205000004,0.7666666666666667,0.8716855902951198,0.4311539639007039
106,310285205000005,0.6833333333333333,0.8930168558651531,0.4469243884922394
