,Cod_setor,IDHL-Setor,AlfabIDHM,RendaIDHM
0,520005005000001,0.8166666666666667,0.9802631578947368,0.6476973361409605
1,520005005000002,0.7833333333333333,0.9615823795221473,0.5432973678611547
2,520005005000003,0.7333333333333333,0.9655737917949917,0.5999290943750092
3,520005005000004,0.7166666666666667,0.970120057799914,0.606521198166689
4,520005005000005,0.7833333333333333,0.8923493568043331,0.5832507982992973
5,520005005000006,0.8166666666666667,0.9075933075933076,0.5525199338250553
6,520005005000007,0.8,0.9106552706552705,0.4706008623002843
7,520005005000008,0.85,0.9193277310924369,0.6321402542802812
8,520005005000009,0.8,0.9873417721518987,0.5716558580634863
9,520005005000010,0.8,0.9582844287949922,0.567286894191336
10,520005005000011,0.7833333333333333,0.9723991507430997,0.4349520200094621
11,520010005000001,0.7833333333333333,0.9528913837654817,0.6003254182947665
12,520010005000002,0.7833333333333333,0.9400975609756097,0.5494602916411967
13,520010005000003,0.8,0.9534892209270301,0.6111249173922826
14,520010005000004,0.8,0.9438045614516203,0.5657145421292572
15,520010005000005,0.7333333333333333,0.9426116623368493,0.5150274805570297
16,520010005000006,0.8,0.9295023230175605,0.48612758041291426
17,520010005000007,0.7666666666666667,0.9654397169991777,0.6222390447484244
18,520010005000008,0.8,0.9741378722126696,0.6355498114435864
19,520010005000009,0.7666666666666667,0.9707732231637477,0.5943507332677299
20,520010005000010,0.7666666666666667,0.9397331377877468,0.46492937232894915
21,520010005000011,0.8166666666666667,0.9408320967833483,0.5698643457602774
22,520010005000012,0.8333333333333334,0.9572327044025157,0.5229216198585313
23,520010005000013,0.7833333333333333,0.9846153846153847,0.6121838174211738
24,520010005000014,0.8666666666666667,0.9800399201596806,0.5325524507848971
25,520010005000015,0.65,0.6979897148200093,0.5743711279671293
26,520010005000016,0.8333333333333334,0.8608498780912575,0.5821826634175189
27,520010005000017,0.8333333333333334,0.8638242894056848,0.46433314802752396
28,520010005000018,0.7833333333333333,0.8964660755832233,0.5130949591929187
29,520010005000019,0.8333333333333334,0.9294077134986226,0.5037864783844245
30,520010005000020,0.6333333333333333,0.9687321722205443,0.52364073735649
31,520010005000021,0.6,0.9017120462046204,0.4828564380437601
32,520010010000001,0.8833333333333333,0.9241443452380952,0.5702763174824144
33,520010010000002,0.8166666666666667,0.9779179810725552,0.5780819833569465
34,520010010000003,0.8833333333333333,0.88590508667235,0.5804583910586304
35,520010010000004,0.6,0.9851190476190476,0.6233873185143721
36,520010010000005,0.8,0.8439592430858807,0.5631989900543637
37,520010010000006,0.75,0.8538587848932676,0.6415785189568032
38,520010010000007,0.8166666666666667,0.9728871319520174,0.6345614260394711
39,520013405000001,0.8666666666666667,0.9759044462855565,0.7480019020806237
40,520013405000002,0.7833333333333333,0.9479505702415919,0.6836010729968007
41,520013405000003,0.8166666666666667,0.9653370954640673,0.6822598490285189
42,520013405000004,0.8666666666666667,0.9254222647142689,0.5825472920370145
43,520013405000005,0.8166666666666667,0.8974358974358975,0.5517525309299881
44,520013405000006,0.9,0.9331011877386245,0.678212446578174
45,520013405000007,0.9,0.9861523244312562,0.7423659857690785
46,520013405000008,0.7666666666666667,0.898616129982066,0.502337903302727
47,520013405000009,0.7666666666666667,0.9379687128847264,0.49269391254985206
48,520013405000010,0.75,0.9472329472329473,0.6149950907852255
49,520013405000011,0.8166666666666667,0.8676552363299351,0.5829332675717068
50,520013405000012,0.75,0.9039503181697928,0.43702622974466204
51,520013405000013,0.6833333333333333,0.9761372110365398,0.7187040005769607
52,520013405000014,0.7,0.8753105590062112,0.5111946437669246
53,520013405000015,0.65,0.9193428722840488,0.5812498381243948
54,520013405000016,0.8166666666666667,0.7987475398103417,0.5240103198598842
55,520013405000017,0.7666666666666667,0.9447212533909096,0.652116449066245
56,520013405000018,0.8,0.8957765811424347,0.6136644630099225
57,520013405000019,0.8666666666666667,0.9904761904761905,0.7955203837618704
58,520013405000020,0.75,0.9130665794743941,0.6207999253652614
59,520013405000021,0.7166666666666667,0.8893171061528059,0.4673329099983576
60,520013405000022,0.75,0.8824996957527077,0.5188534618441409
61,520013405000023,0.7333333333333333,0.8782536617713026,0.5180194450328832
62,520013405000024,0.7,0.943502824858757,0.869911305705368
63,520013405000025,0.7333333333333333,0.8922408323816775,0.6228048876711058
64,520013405000026,0.8,0.824849635960747,0.5306415517136753
65,520013405000027,0.7333333333333333,0.870663153271849,0.6108984350767753
66,520013405000028,0.7333333333333333,0.9070593838150712,0.626329405126121
67,520013405000029,0.7166666666666667,0.8911297852474324,0.7249797373570825
68,520013405000030,0.7666666666666667,0.9064759068643319,0.5782995422758634
69,520013405000031,0.8166666666666667,0.7778495318049726,0.5682712988795121
70,520013405000032,0.6333333333333333,0.848095238095238,0.5267258116916623
71,520013405000033,0.5,0.7595238095238095,0.2958740012637293
72,520013405000034,0.8,0.927536231884058,0.5384182732404317
73,520013405000035,0.8333333333333334,,0.6281206000887313
74,520013405000036,0.6666666666666666,0.9791666666666666,0.692352651204981
75,520013405000037,0.8166666666666667,0.9841269841269842,0.6600271325847964
76,520013405000039,0.75,0.9393939393939394,0.9782956333034611
77,520013405000040,1.0,0.8611111111111112,0.6089974582346672
78,520015905000001,0.8166666666666667,0.8651921184095679,0.5370540229297827
79,520015905000002,0.8,0.9136615018967961,0.5827570233373115
80,520015905000003,0.8166666666666667,0.8906641604010025,0.5754452975120301
81,520015905000004,0.7166666666666667,0.9578769917965898,0.5650981763772586
82,520015905000005,0.6833333333333333,0.951310861423221,0.630707051506139
83,520017505000001,0.7666666666666667,0.909436541501132,0.6018278535863509
84,520017505000002,0.7166666666666667,0.8964281465619796,0.4794827340425256
85,520017505000003,0.8,0.9336650082918739,0.5535561271610869
86,520017505000004,0.8333333333333334,0.9034391534391535,0.5627735881077737
87,520017505000005,0.8,0.665625,0.554856127615483
88,520017505000006,0.8833333333333333,0.90017094017094,0.5095218147733092
89,520017505000007,0.8166666666666667,0.848917748917749,0.47934831089079843
90,520017505000008,0.6333333333333333,0.9657739344583437,0.7094101433566596
91,520017505000009,0.8166666666666667,0.9029552715654953,0.5021838936309503
