,Cod_setor,IDHL-Setor,AlfabIDHM
94,270030005000072,0.7,0.8835384025257443
95,270030005000073,0.7166666666666667,0.7950387596899224
96,270030005000074,0.7333333333333333,0.8718941678686423
97,270030005000075,0.7333333333333333,0.6404018264840182
98,270030005000076,0.75,0.8402736069402735
99,270030005000077,0.5333333333333333,0.8344141807176827
100,270030005000078,0.7166666666666667,0.8440649067290881
101,270030005000079,0.75,0.7690026768052188
102,270030005000080,0.8166666666666667,0.884028333481521
103,270030005000081,0.85,0.8896972369194591
104,270030005000082,0.8,0.8987081742987254
105,270030005000083,0.7833333333333333,0.9275603868296974
106,270030005000084,0.8166666666666667,0.934727910275971
107,270030005000085,0.7833333333333333,0.9091876901055645
108,270030005000086,0.7333333333333333,0.7231764311490604
109,270030005000087,0.8,0.6081417984358458
110,270030005000088,0.7,0.7021333749263458
111,270030005000089,0.65,0.6163211998651837
112,270030005000090,0.75,0.7911569274036224
113,270030005000091,0.7166666666666667,0.8641159912566243
114,270030005000092,0.7,0.8279307869583287
115,270030005000093,0.7666666666666667,0.7548872180451128
116,270030005000094,0.7333333333333333,0.8672580571218997
117,270030005000095,0.8166666666666667,0.9382632535898868
118,270030005000096,0.7833333333333333,0.8954019539195093
119,270030005000097,0.8166666666666667,0.8862336704063324
120,270030005000098,0.7666666666666667,0.9797979797979798
121,270030005000099,0.8166666666666667,0.9101218462800064
122,270030005000100,0.8166666666666667,0.9230410134073924
123,270030005000101,0.7833333333333333,0.914070474415302
124,270030005000102,0.7833333333333333,0.9720506031185643
125,270030005000103,0.7333333333333333,0.8839209292846952
126,270030005000104,0.7,0.8558949438852251
127,270030005000105,0.6666666666666666,0.8413622987709884
128,270030005000106,0.75,0.96568103703513
129,270030005000107,0.7166666666666667,0.8709478788500764
130,270030005000108,0.7666666666666667,0.866655320739354
131,270030005000109,0.7833333333333333,0.835297858623874
132,270030005000110,0.8166666666666667,0.8589291847404373
133,270030005000111,0.6333333333333333,0.8773920262244833
134,270030005000112,0.7166666666666667,0.8340813686851801
135,270030005000113,0.6333333333333333,0.84778475640808
136,270030005000114,0.6166666666666667,0.8971634426179881
137,270030005000115,0.7333333333333333,0.7498953218377679
138,270030005000116,0.7333333333333333,0.8154006374062085
139,270030005000117,0.7666666666666667,0.875016359115299
140,270030005000118,0.6166666666666667,0.8513689469386104
141,270030005000119,0.7166666666666667,0.9371707131606105
142,270030005000120,0.6833333333333333,0.7942757748260595
143,270030005000121,0.7333333333333333,0.9101048376910446
144,270030005000122,0.7666666666666667,0.9423648762620785
145,270030005000123,0.7333333333333333,0.8065421979356406
146,270030005000124,0.7,0.7990950226244343
147,270030005000125,0.6166666666666667,0.683936078969939
148,270030005000126,0.6333333333333333,0.7090909090909091
149,270030005000127,0.7333333333333333,0.9446614754026724
150,270030005000128,0.75,0.7045204410381606
151,270030005000129,0.6666666666666666,0.8377361951935424
152,270030005000130,0.75,0.7645985266626768
153,270030005000131,0.7,0.828983366415855
154,270030005000132,0.7333333333333333,0.721274354923644
155,270030005000133,0.7833333333333333,0.8528813772700091
156,270030005000134,0.7833333333333333,0.8137974512541092
157,270030005000135,0.7333333333333333,0.7823318988215213
158,270030005000136,0.65,0.5924279642843218
159,270030005000137,0.8,0.6643471441294148
160,270030005000138,0.8,0.7460117254105061
161,270030005000139,0.7833333333333333,0.6033355871084066
162,270030005000140,0.7333333333333333,0.6806628953868218
163,270030005000141,0.75,0.69564828324093
164,270030005000142,0.7333333333333333,0.8084624846248462
165,270030005000143,0.7833333333333333,0.7947962690230731
166,270030005000144,0.7166666666666667,0.8059026281775097
167,270030005000145,0.8,0.7297187604450174
168,270030005000146,0.8,0.8202511695643934
169,270030005000147,0.8333333333333334,0.8103436770103437
170,270030005000148,0.7666666666666667,0.7482608546657071
171,270030005000149,0.7833333333333333,0.7811293715183876
172,270030005000150,0.7333333333333333,0.6425153589608567
173,270030005000151,0.7666666666666667,0.838943816698054
174,270030005000152,0.8,0.8296626180836707
175,270030005000153,0.7666666666666667,0.7894047834362539
176,270030005000154,0.7166666666666667,0.8228952099417688
177,270030005000155,0.8166666666666667,0.788187134502924
178,270030005000156,0.7666666666666667,0.8410217930314499
179,270030005000157,0.8,0.760110338500169
180,270030005000158,0.7166666666666667,0.7070261437908497
181,270030005000159,0.7833333333333333,0.7412062116287469
182,270030005000160,0.75,0.8871032313411495
183,270030005000161,0.7,0.7561523220389087
184,270030005000162,0.8166666666666667,0.7177066346236374
185,270030005000163,0.7166666666666667,0.5758373758373758
186,270030005000164,0.7,0.7620237125531721
187,270030005000165,0.7666666666666667,0.7968841857730746
188,270030005000166,0.8333333333333334,0.7521315436385115
189,270030005000167,0.8,0.6809156286628126
190,270030005000168,0.8,0.7585341365461847
191,270030005000169,0.8,0.8599186913793656
192,270030005000170,0.8,0.6994916485112563
193,270030005000171,0.75,0.67233274741664
194,270030005000172,0.7333333333333333,0.6548711755233495
195,270030005000173,0.6666666666666666,0.9145114942528737
196,270030005000174,0.8166666666666667,0.7839076620460577
197,270030005000175,0.8333333333333334,0.7545985130642009
198,270030005000176,0.55,0.8715483234714004
199,270030005000177,0.6166666666666667,0.5808257872601036
200,270030005000178,0.8,0.8959546925566343
201,270030005000179,0.7166666666666667,0.7468483282436771
202,270030005000180,0.75,0.8075880758807589
203,270030005000181,0.75,0.5824539623422306
204,270030005000182,0.8166666666666667,0.7394988105712517
205,270030005000183,0.7166666666666667,0.8975078464384444
206,270030005000184,0.5666666666666667,0.6293424343990356
207,270030005000185,0.55,0.7200276096421366
208,270030005000186,0.7833333333333333,0.9232639018735275
209,270030005000187,0.6833333333333333,0.9097225982276607
210,270030005000188,0.6333333333333333,0.8847720029350317
211,270030005000189,0.7166666666666667,0.8804730364832668
212,270030005000190,0.65,0.754451508729438
213,270030005000191,0.7833333333333333,0.7399529569892472
214,270030005000192,0.6666666666666666,0.8517443158976192
215,270030005000193,0.7666666666666667,0.9010276793067641
216,270030005000194,0.75,0.881969635899503
217,270030005000195,0.6166666666666667,0.5810764145824083
218,270030005000196,0.7,0.8075770495252034
219,270030005000197,0.7666666666666667,0.7599400871459695
220,270030005000198,0.8,0.9534591490595158
221,270030005000199,0.7333333333333333,0.912241054613936
222,270030005000200,0.6833333333333333,0.8965767242466272
223,270030005000201,0.75,0.7539134939134939
224,270030005000202,0.7166666666666667,0.7830684440837644
225,270030005000203,0.6333333333333333,0.6618581089768315
226,270030005000204,0.6666666666666666,0.7408295834573565
227,270030005000205,0.6833333333333333,0.85801452400763
228,270030005000206,0.7166666666666667,0.8953998152918453
229,270030005000207,0.6666666666666666,0.7909234165263105
230,270030005000208,0.38333333333333336,0.480952380952381
231,270030005000209,0.7833333333333333,0.6807761198005101
232,270030005000210,0.8,0.8043358364091469
233,270030005000211,0.6833333333333333,0.7809083007388092
234,270030005000212,0.6,0.9049001814882033
235,270030005000213,0.7166666666666667,0.6910675381263617
236,270030005000215,0.6666666666666666,0.7317465118339489
237,270030005000216,0.6833333333333333,0.7576508463917477
238,270030005000217,0.7166666666666667,0.7791666666666668
239,270030005000218,0.8,0.6666666666666666
240,270030005000219,0.7666666666666667,0.8257257601835916
241,270030005000220,0.85,0.7987537130311249
242,270030005000221,0.6833333333333333,0.8029927760577915
243,270030005000222,0.65,0.6751947519475195
244,270030005000223,0.8666666666666667,0.7238095238095238
245,270030005000224,0.7666666666666667,0.7972013366750209
246,270030005000225,0.7333333333333333,0.7961972333277023
247,270030005000226,0.6833333333333333,0.7230355665839537
248,270030005000227,0.7833333333333333,0.9183673469387754
249,270030005000228,0.6666666666666666,0.826388888888889
250,270030005000229,0.5666666666666667,0.5432858421088856
251,270030005000230,0.6833333333333333,0.8476846536548029
252,270030005000231,0.75,0.6330158730158729
253,270030005000232,0.75,0.6928483853792686
254,270030005000234,0.7166666666666667,0.5409090909090909
255,270070605000001,0.85,0.92237323837705
256,270070605000002,0.65,0.8115523892416965
257,270070605000003,0.6833333333333333,0.8870900788709007
258,270070605000004,0.8,0.8924921629676584
259,270070605000005,0.8833333333333333,0.9162654528123876
260,270070605000006,0.7,0.7946835828690807
261,270070605000007,0.7333333333333333,0.7839426878929355
262,270070605000008,0.7166666666666667,0.8295736982853548
263,270070605000009,0.7333333333333333,0.7589412938159019
264,270070605000010,0.7,0.7588141025641025
265,270070605000011,0.8,0.5380170316301703
266,270070605000012,0.7333333333333333,0.6280768345985738
267,270070605000013,0.6833333333333333,0.7859449192782525
268,270070605000014,0.6666666666666666,0.8180658518666934
269,270070605000015,0.6833333333333333,0.6875174622278579
270,270070605000016,0.7333333333333333,0.6502327348722333
271,270090405000001,0.7333333333333333,0.8371273488405094
272,270090405000002,0.6333333333333333,0.6460296427169219
273,270090405000003,0.7666666666666667,0.7809651148656861
274,270090405000004,0.6666666666666666,0.9597989949748743
275,270090405000005,0.7166666666666667,0.5987376619888538
276,270090405000006,0.7333333333333333,0.7023365500365086
277,270090405000007,0.8,0.647940702443072
278,270090405000008,0.75,0.7771023912694592
279,270090405000009,0.6,0.9203646370829034
280,270090405000010,0.8166666666666667,0.8434959349593495
281,270120905000001,0.5833333333333334,0.646017216955432
282,270120905000002,0.6666666666666666,0.848765035082574
283,270120905000003,0.65,0.7611499611499611
284,270120905000004,0.7,0.5858929440389294
285,270120905000005,0.7,0.7021392175396283
286,270120905000006,0.6666666666666666,0.7071431249062828
287,270120905000007,0.7333333333333333,0.7480359147025814
288,270120905000008,0.7166666666666667,0.5956790123456791
289,270120905000009,0.6666666666666666,0.5533924653298431
290,270120905000010,0.6833333333333333,0.6467871291912263
291,270120905000012,0.7166666666666667,0.744316172646906
292,270120905000013,0.6333333333333333,0.5426962676962678
293,270120905000014,0.6666666666666666,0.6800071626824246
294,270150605000001,0.7666666666666667,0.7744454024168275
295,270150605000002,0.6833333333333333,0.8522946859903383
296,270150605000003,0.7333333333333333,0.7294903926482874
297,270150605000004,0.7,0.6362460145094958
298,270150605000005,0.7,0.6155737134640806
299,270150605000006,0.7333333333333333,0.5313873873873873
300,270150605000007,0.7833333333333333,0.7172404023232754
301,270150605000008,0.7,0.5884328657093217
302,270150605000009,0.7,0.8039772727272728
303,270150605000010,0.75,0.7976093373727958
304,270150605000011,0.65,0.7075534868528499
305,270150605000012,0.6166666666666667,0.7063492063492064
306,270160505000001,0.8166666666666667,0.779209621993127
307,270160505000002,0.75,0.7265628245067498
308,270160505000003,0.6333333333333333,0.5715246825330081
309,270160505000004,0.6833333333333333,0.7205291946218306
310,270160505000005,0.7666666666666667,0.6747720364741641
311,270160505000006,0.7166666666666667,0.631486617831828
312,270160505000007,0.7166666666666667,0.6858073488508271
313,270160505000008,0.6333333333333333,0.6123372948500283
314,270160505000009,0.6833333333333333,0.6349821582379721
315,270160505000010,0.65,0.7245564892623717
316,270160505000011,0.6333333333333333,0.7104963437520223
317,270160505000012,0.7833333333333333,0.8437317559454964
318,270160505000013,0.6333333333333333,0.6950880717025237
319,270160505000014,0.6833333333333333,0.6816590818048688
320,270160505000015,0.7166666666666667,0.6753702437912964
321,270160505000016,0.6833333333333333,0.6453403045312786
322,270160505000017,0.7166666666666667,0.6316191789876001
323,270160505000018,0.7666666666666667,0.6164828636144221
324,270160505000019,0.7,0.6700506998520243
325,270160505000020,0.7666666666666667,0.7241585577780872
326,270160505000021,0.6666666666666666,0.6603006189213086
327,270160505000022,0.7166666666666667,0.76033934252386
328,270160505000023,0.6333333333333333,0.5928705440900562
329,270160505000024,0.5666666666666667,0.729663394109397
330,270160505000025,0.65,0.6021638483820654
331,270160505000026,0.6833333333333333,0.7812670597226772
332,270180305000001,0.7166666666666667,0.8902093553513439
333,270180305000002,0.65,0.6603932340967865
334,270180305000003,0.6666666666666666,0.6163465160075329
335,270180305000004,0.6833333333333333,0.6614491307571316
336,270180305000005,0.6833333333333333,0.7605218855218855
337,270180305000006,0.7166666666666667,0.7458722198089571
338,270180305000007,0.7333333333333333,0.7986587399043596
339,270180305000008,0.6833333333333333,0.677855477855478
340,270200905000001,0.6833333333333333,0.873289683538991
341,270200905000002,0.7333333333333333,0.8409247534134471
342,270200905000003,0.8333333333333334,0.7749011794453247
343,270200905000004,0.7166666666666667,0.7176600441501103
344,270200905000005,0.6,0.6963306461201874
345,270200905000006,0.6833333333333333,0.8048199523609361
346,270200905000007,0.7166666666666667,0.6398068302538977
347,270200905000008,0.7333333333333333,0.7271822009787186
348,270200905000009,0.6333333333333333,0.7162881718472671
349,270200905000010,0.7333333333333333,0.7521427924254779
350,270200905000011,0.6833333333333333,0.7323109871903665
351,270200905000012,0.6666666666666666,0.6747929153478349
352,270200905000013,0.7166666666666667,0.6565964288736565
353,270200905000014,0.65,0.8038643313872672
354,270200905000015,0.6666666666666666,0.8550724637681159
355,270230605000001,0.85,0.943951447551874
356,270230605000002,0.85,0.8878857841976479
357,270230605000003,0.8166666666666667,0.8899840420538815
358,270230605000004,0.65,0.9220494327999399
359,270230605000005,0.7,0.8634478881158199
360,270230605000006,0.85,0.8779610415035238
361,270230605000007,0.7833333333333333,0.9296536796536796
362,270230605000008,0.7666666666666667,0.8738271604938271
363,270230605000009,0.75,0.8692492416582406
364,270230605000010,0.65,0.7822652293240528
365,270230605000011,0.8166666666666667,0.9247884695814431
366,270230605000012,0.75,0.8622865387514267
367,270230605000013,0.7666666666666667,0.8193550579780448
368,270230605000014,0.7833333333333333,0.8936101318710015
369,270230605000015,0.75,0.8196057211686973
370,270230605000016,0.75,0.9156817191810657
371,270230605000017,0.7833333333333333,0.897790404040404
372,270230605000018,0.7666666666666667,0.8098385678496175
373,270230605000019,0.7833333333333333,0.833822629969419
374,270230605000020,0.8,0.8710118308498895
375,270230605000022,0.65,0.9117418485540516
376,270230605000023,0.7166666666666667,0.902995652432851
377,270230605000024,0.65,0.9120047523115863
378,270230605000025,0.8833333333333333,0.783579022603413
379,270230605000026,0.7,0.8615519797902137
380,270230605000027,0.7166666666666667,0.933818883088723
381,270230605000028,0.7666666666666667,0.940720260334174
382,270230605000029,0.7833333333333333,0.8327702777007975
383,270230605000030,0.6666666666666666,0.7210606833248342
384,270230605000031,0.8,0.8037142717783631
385,270230605000032,0.8,0.9112137939589405
386,270230605000034,0.8,0.8857206159299879
387,270230605000035,0.8,0.8860509925169153
388,270230605000036,0.6666666666666666,0.853386366147387
389,270230605000037,0.6833333333333333,0.8637937002422983
390,270230605000039,0.6833333333333333,0.794261491366528
391,270230605000040,0.75,0.9295253637970896
392,270230605000041,0.7333333333333333,0.8611945171114748
393,270230605000042,0.6833333333333333,0.8637681159420291
394,270230605000043,0.7166666666666667,0.819048713235294
395,270230605000044,0.8166666666666667,0.888108937476026
396,270230605000045,0.8166666666666667,0.8016171007410056
397,270230605000046,0.7833333333333333,0.8264830644195446
398,270230605000047,0.7333333333333333,0.8085007021325233
399,270230605000048,0.7,0.8321008749963174
400,270230605000049,0.65,0.9011260812613558
401,270230605000050,0.7666666666666667,0.86030880182237
402,270230610000001,0.8166666666666667,0.8438226375467535
403,270230610000002,0.7666666666666667,0.8647247484732657
404,270230610000003,0.5666666666666667,0.9217452746864511
405,270230610000004,0.6333333333333333,0.7755102040816326
406,270230610000005,0.7333333333333333,0.7531374535629854
407,270235505000001,0.7333333333333333,0.6790036220505412
408,270235505000002,0.6833333333333333,0.7458399787347156
409,270235505000003,0.6833333333333333,0.7074662049353068
410,270235505000004,0.7333333333333333,0.691762013729977
411,270235505000005,0.7,0.7253810310098294
412,270235505000006,0.65,0.6113769271664009
413,270235505000007,0.6666666666666666,0.7471642684220549
414,270235505000008,0.6833333333333333,0.6530570232621972
415,270235505000009,0.65,0.7052498037822353
416,270235505000010,0.7833333333333333,0.8247894693810808
417,270235505000011,0.65,0.7854171572090104
418,270235505000012,0.6166666666666667,0.8026515151515151
419,270235505000013,0.6833333333333333,0.6091199849489676
420,270235505000014,0.6333333333333333,0.7786597563193308
421,270235505000015,0.7166666666666667,0.6950075883725173
422,270235505000016,0.6666666666666666,0.5116523896051456
423,270235505000017,0.6833333333333333,0.3131816026552869
424,270235505000018,0.6,0.6743573330364679
425,270235505000019,0.6166666666666667,0.5876831631021575
426,270235505000020,0.6,0.6795245950175528
427,270235505000021,0.7,0.786489960551394
428,270235505000022,0.7333333333333333,0.7025329186588064
429,270235505000023,0.6833333333333333,0.7647647647647648
430,270235505000024,0.7,0.7447744774477448
431,270235505000025,0.6666666666666666,0.7462876098167777
432,270235505000026,0.6333333333333333,0.6843769765970905
433,270235505000027,0.6166666666666667,0.5496309246309247
434,270240505000001,0.8666666666666667,0.8986546265843479
435,270240505000002,0.8833333333333333,0.9326055595030467
436,270240505000003,0.8666666666666667,0.9214712643678161
437,270240505000004,0.8166666666666667,0.9250333390080581
438,270240505000005,0.7666666666666667,0.7990951332844216
439,270240505000006,0.7666666666666667,0.8765338149546112
440,270240505000007,0.8333333333333334,0.879168402752834
441,270240505000008,0.8166666666666667,0.9017208261549734
442,270240505000009,0.75,0.7902045458291441
443,270240505000010,0.7333333333333333,0.8259412993069167
444,270240505000011,0.7333333333333333,0.7938851489188087
445,270240505000012,0.7333333333333333,0.6330941043866307
446,270240505000013,0.6833333333333333,0.8766734768113208
447,270240505000014,0.6333333333333333,0.7118553960659225
448,270240505000015,0.6833333333333333,0.749426618525331
449,270240505000016,0.7333333333333333,0.9413029331102124
450,270240505000017,0.75,0.6700631636802398
451,270240505000018,0.7333333333333333,0.5749987422649293
452,270240505000019,0.75,0.8299286317243496
453,270240505000020,0.7833333333333333,0.8633597883597884
454,270240505000021,0.7666666666666667,0.7772578641982496
455,270240505000022,0.8,0.8206699346405228
456,270240505000023,0.7,0.5909872721018232
457,270240505000024,0.7166666666666667,0.7038126333428347
458,270240505000025,0.7166666666666667,0.7937762127653484
459,270240505000026,0.65,0.7113568566843841
460,270240505000027,0.75,0.6524209486166007
461,270240505000028,0.7833333333333333,0.8128959152468327
462,270240505000029,0.7166666666666667,0.6430159405893762
463,270240505000030,0.8,0.7257886276873619
464,270240505000031,0.75,0.746790374464267
465,270240505000032,0.6833333333333333,0.8913878913878914
466,270240505000033,0.75,0.959609794700878
467,270240505000034,0.7833333333333333,0.9185544768069039
468,270240505000035,0.6666666666666666,0.7605181243096696
469,270240505000036,0.8166666666666667,0.7671833179763942
470,270240505000037,0.7666666666666667,0.7225453370491538
471,270240505000038,0.7333333333333333,0.7927953790211736
472,270240505000039,0.7166666666666667,0.4234298867067228
473,270240505000040,0.7166666666666667,0.7298097251585624
474,270240505000041,0.55,0.5643767060964513
475,270240505000042,0.5333333333333333,0.46953723986856516
476,270240505000043,0.65,0.39501179642736767
477,270240505000044,0.85,0.9191942456239813
478,270240505000045,0.8166666666666667,0.9571951746212054
479,270240505000046,0.7333333333333333,0.8202012108262108
480,270240505000047,0.7166666666666667,0.63465975849719
481,270240505000048,0.7,0.8545388827029767
482,270240505000049,0.8166666666666667,0.8349607182940516
483,270240505000050,0.8166666666666667,0.9147350818145256
484,270240505000051,0.7666666666666667,0.7381204734145911
485,270240505000052,0.7,0.8455598455598455
486,270240505000053,0.7333333333333333,0.7735916002241869
487,270240505000054,0.7333333333333333,0.7380307136404697
488,270240505000055,0.7166666666666667,0.6120356196401824
489,270240505000056,0.7333333333333333,0.7233993683606087
490,270240505000057,0.7,0.6985075203959324
491,270250405000001,0.8166666666666667,0.9281888105484845
492,270250405000002,0.7333333333333333,0.6542116846738696
493,270250405000003,0.7,0.7493207131491983
494,270250405000004,0.7666666666666667,0.6324262295081967
495,270250405000005,0.75,0.5413103125209128
496,270250405000006,0.7333333333333333,0.6114888565107118
497,270250405000007,0.8,0.7513612639300323
498,270250405000008,0.75,0.5828908554572271
499,270250405000009,0.6833333333333333,0.835287512685971
500,270250405000010,0.75,0.7290533070302847
501,270250405000011,0.7333333333333333,0.4227513227513227
502,270250405000012,0.7333333333333333,0.7427595380615516
503,270255305000001,0.7166666666666667,0.7944428280477159
504,270255305000002,0.6666666666666666,0.6380940677705754
505,270255305000003,0.7166666666666667,0.5831216931216932
506,270255305000004,0.6666666666666666,0.7039955177364569
507,270255305000005,0.7,0.6375800906391623
508,270255305000006,0.6833333333333333,0.6071773414869649
509,270255305000007,0.75,0.7758424645772709
510,270255305000008,0.7666666666666667,0.8009324009324009
511,270255305000009,0.7166666666666667,0.6589698656495894
512,270255305000010,0.8166666666666667,0.6865550974209716
513,270255305000011,0.6666666666666666,0.7082537082537081
514,270255305000012,0.7,0.8278573214955608
515,270255305000013,0.75,0.5032646507894033
516,270255305000014,0.6833333333333333,0.6650228849844972
517,270255305000015,0.8166666666666667,0.6469979296066253
518,270255305000016,0.7333333333333333,0.6612846612846613
519,270255305000017,0.6833333333333333,0.6237356534376601
520,270255305000018,0.7166666666666667,0.6862793776895068
521,270255305000019,0.7,0.7536607840825221
522,270255305000020,0.8,0.7757124595834274
523,270255305000021,0.7166666666666667,0.738581178453925
524,270255305000022,0.7333333333333333,0.6479054761225144
525,270255305000023,0.7666666666666667,0.663953488372093
526,270255305000024,0.65,0.8301282051282052
527,270255305000025,0.6833333333333333,0.7082118317412435
528,270255305000026,0.8,0.7444444444444445
529,270260305000001,0.8,0.8044740834832927
530,270260305000002,0.7,0.8601449275362318
531,270260305000003,0.7666666666666667,0.7156023699802502
532,270260305000004,0.7166666666666667,0.7983004012415776
533,270260305000005,0.8,0.6835405983241071
534,270260305000006,0.7,0.8133040221462302
535,270260305000007,0.7166666666666667,0.745932848736587
536,270260305000008,0.7333333333333333,0.7243063656767837
537,270260305000009,0.8,0.7931876307835388
538,270260305000010,0.7666666666666667,0.7315356250026892
539,270260305000011,0.7,0.5266243282852955
540,270260305000012,0.7333333333333333,0.734984984984985
541,270260305000013,0.7,0.6468039185930835
542,270260305000014,0.6833333333333333,0.5989640048396855
543,270260305000015,0.65,0.6403065134099616
544,270260305000016,0.7166666666666667,0.6958437537215673
545,270260305000017,0.7666666666666667,0.8315232525758841
546,270260305000018,0.6666666666666666,0.5964513018322083
547,270260305000019,0.6666666666666666,0.6085469214437368
548,270260305000020,0.7,0.629120654396728
549,270260305000021,0.8,0.6982382026787001
550,270260305000022,0.65,0.6188430698739977
551,270260305000023,0.7333333333333333,0.6453097670993281
552,270260305000024,0.7833333333333333,0.7466979288784682
553,270260305000025,0.6666666666666666,0.7326344086021505
554,270260305000026,0.75,0.5215087942360669
555,270260305000027,0.8,0.8480046948356806
556,270260305000028,0.7166666666666667,0.7534753031647442
557,270260305000029,0.65,0.7401477771318118
558,270260305000030,0.8,0.6911347517730496
559,270260305000031,0.6333333333333333,0.6877777777777778
560,270260305000032,0.7,0.7092490842490843
561,270260305000033,0.75,0.5097532989099254
562,270260305000034,0.6833333333333333,0.8254738472753781
563,270290005000001,0.7833333333333333,0.8328975738343732
564,270290005000002,0.75,0.6958414956868406
565,270290005000003,0.8166666666666667,0.7249127670180302
566,270290005000004,0.8166666666666667,0.7874926817243398
567,270290005000005,0.7166666666666667,0.7930900243309003
568,270290005000006,0.8,0.8414286368738116
569,270290005000007,0.8166666666666667,0.7776782024664805
570,270290005000008,0.75,0.6441102756892231
571,270290005000009,0.8,0.6817700578990902
572,270290005000010,0.7833333333333333,0.669218282513209
573,270290005000011,0.7833333333333333,0.5480580884836205
574,270290005000012,0.7666666666666667,0.6583333333333333
