Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;
230010105000001;1;24;4;0;21;0;14;0;1;11;0
230010105000002;1;5;0;0;12;0;3;0;0;7;0
230010105000003;1;8;0;0;13;0;10;0;0;11;0
230010105000004;8;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230010105000005;8;7;1;0;5;0;7;1;0;4;0
230010105000006;8;7;1;0;23;0;3;0;0;20;0
230010105000007;8;1;0;0;8;0;3;0;0;11;0
230010105000008;5;6;0;0;7;0;5;0;0;7;0
230010105000009;8;5;0;1;26;0;6;0;0;20;0
230010105000010;1;0;0;0;1;0;0;0;0;0;0
230010105000011;1;3;0;0;3;0;0;0;0;2;0
230010105000012;1;3;0;0;4;0;15;0;0;8;0
230010105000013;1;3;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230010105000014;1;3;0;0;16;0;15;0;0;14;0
230010105000015;1;1;0;0;4;0;4;0;0;8;0
230010105000017;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230010105000018;1;7;0;0;4;0;4;0;0;6;0
230010105000019;1;9;0;0;14;0;9;0;0;11;0
230010105000021;1;6;0;0;14;0;10;0;0;14;0
230010105000022;8;12;0;0;16;0;10;1;0;13;0
230010105000023;8;2;1;0;20;0;5;0;0;11;0
230010105000024;8;0;0;0;1;0;0;0;0;2;0
230010105000025;8;3;0;0;9;0;3;0;0;7;0
230010105000026;8;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230010120000001;1;7;0;0;13;0;3;0;0;15;0
230010120000002;8;9;0;0;13;0;10;0;0;11;0
230010120000003;8;5;2;0;22;0;9;3;0;26;0
230010120000004;8;12;0;0;16;0;19;2;0;16;0
230015005000001;1;6;0;0;9;0;7;1;0;7;0
230015005000002;1;4;1;0;15;0;2;0;0;27;0
230015005000003;1;7;1;0;25;0;6;3;0;24;0
230015005000004;1;7;0;0;21;0;12;0;0;11;0
230015005000005;1;10;0;0;46;0;19;1;0;43;0
230015005000006;1;2;2;0;17;0;7;8;0;26;0
230015005000007;1;9;0;0;18;0;6;0;0;15;0
230015005000008;1;4;0;0;9;0;6;0;0;14;0
230015005000009;8;2;1;0;27;0;10;0;0;26;0
230015005000010;5;1;0;0;16;0;4;0;0;15;0
230015005000011;5;3;0;0;4;0;1;0;0;7;0
230015005000012;8;4;0;0;25;0;10;0;0;16;0
230015005000013;8;3;1;0;31;0;2;2;0;26;0
230015005000014;8;12;0;0;16;0;8;0;0;14;0
230015005000015;5;7;0;0;29;0;4;0;0;19;0
230015005000016;5;15;2;0;32;0;15;0;0;36;0
230015005000017;8;2;0;0;10;0;1;0;0;5;0
230015005000018;5;3;0;0;3;0;0;0;0;5;0
230015005000020;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230015005000022;1;5;0;0;17;0;8;1;0;9;0
230015005000023;1;10;0;0;17;0;6;0;1;20;0
230015005000024;1;4;0;0;14;0;6;0;0;12;0
230015005000025;1;1;0;0;7;0;1;0;0;13;0
230015005000026;1;8;1;0;28;0;13;0;0;19;0
230015005000028;5;3;0;0;11;0;3;1;0;10;0
230015005000029;5;0;0;0;6;0;2;0;0;5;0
230015005000031;8;1;0;0;12;0;2;0;0;17;0
230015005000032;8;6;0;0;21;0;6;0;0;37;0
230015005000033;8;2;0;0;10;0;1;0;0;7;0
230015005000034;8;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230015005000035;4;3;0;0;6;0;3;0;0;5;0
230020005000001;1;3;0;0;6;0;10;0;0;5;0
230020005000002;1;15;0;0;14;0;7;0;0;10;0
230020005000003;1;12;1;0;21;0;14;0;0;19;0
230020005000004;1;9;0;0;13;0;9;0;0;18;0
230020005000005;1;10;0;0;25;0;13;0;0;9;0
230020005000006;1;9;1;0;9;0;6;0;0;6;0
230020005000007;1;12;0;0;36;0;17;2;0;34;0
230020005000008;1;12;0;0;7;0;6;0;1;3;0
230020005000009;1;6;1;0;28;0;5;1;0;33;0
230020005000010;1;14;1;0;32;0;12;0;0;21;0
230020005000011;1;12;1;0;22;0;12;0;0;25;0
230020005000012;1;10;0;0;35;0;20;0;0;26;0
230020005000013;1;8;2;0;22;0;12;0;0;16;0
230020005000014;2;16;0;0;49;0;20;0;0;46;0
230020005000015;2;6;0;0;14;0;5;2;0;6;0
230020005000016;1;6;0;0;16;0;8;0;0;10;0
230020005000017;1;6;0;0;21;0;14;0;0;23;0
230020005000018;8;9;0;0;26;0;7;0;0;20;0
230020005000019;8;3;0;0;9;0;1;0;0;10;0
230020005000020;8;16;0;0;7;0;12;0;0;12;0
230020005000021;8;17;0;0;57;0;23;0;0;62;0
230020005000022;8;4;0;0;12;0;4;0;0;19;0
230020005000023;8;7;0;0;14;0;6;0;0;21;0
230020005000024;8;12;5;0;19;0;13;5;0;27;0
230020005000025;8;4;0;0;5;0;7;0;0;4;0
230020005000026;8;13;0;0;54;0;11;0;0;29;0
230020005000027;8;28;0;0;79;4;27;0;1;68;1
230020005000028;8;8;0;0;1;0;13;0;0;6;0
230020005000029;8;4;0;0;15;0;7;0;0;16;0
230020005000030;1;8;0;0;7;0;8;0;0;9;0
230020005000031;1;11;0;0;18;0;20;0;0;30;1
230020005000032;1;13;1;0;18;0;11;1;0;17;0
230020005000033;1;13;0;0;33;0;11;0;0;11;0
230020005000034;1;10;0;0;11;0;9;0;0;16;0
230020005000035;1;10;0;1;16;0;8;1;1;23;0
230020005000036;1;8;0;0;26;0;17;0;0;25;0
230020005000037;1;5;0;0;21;0;13;0;0;25;0
230020005000038;1;7;3;0;17;0;9;2;0;24;0
230020005000039;2;5;1;0;15;0;1;0;0;13;0
230020005000040;2;24;3;1;49;0;26;4;0;53;0
230020005000041;1;8;2;0;28;0;10;1;0;19;0
230020005000042;1;2;0;0;5;0;0;0;0;5;0
230020005000043;1;4;0;0;24;0;8;0;0;33;0
230020005000044;8;5;0;0;11;0;5;0;0;6;0
230020005000046;5;1;0;0;1;0;1;0;0;0;0
230020005000047;8;9;0;0;17;0;2;1;0;9;0
230020010000001;1;6;0;0;16;0;15;0;0;20;0
230020010000002;1;4;1;0;18;0;11;0;0;11;0
230020010000003;8;11;0;0;20;0;8;0;0;22;0
230020010000004;8;16;0;0;27;0;10;0;0;31;0
230020010000005;8;9;0;0;26;0;6;1;0;18;0
230020010000006;8;3;0;1;6;0;2;0;3;10;0
230020010000007;8;9;1;0;13;0;11;0;0;15;0
230020010000008;8;5;0;1;22;0;5;0;2;31;0
230020010000009;5;3;0;1;14;0;4;0;0;21;0
230020010000010;5;2;0;0;6;0;2;0;0;6;0
230020010000011;8;14;0;0;36;0;21;0;0;30;0
230020010000012;8;5;0;0;3;0;8;0;0;4;0
230020010000013;8;6;0;0;12;0;7;0;0;10;0
230020010000014;1;9;0;0;8;0;6;0;0;3;0
230020010000015;8;1;0;0;8;0;1;2;0;5;0
230020010000016;8;2;0;0;5;0;5;0;0;4;0
230020010000017;5;1;0;0;4;0;6;0;0;6;0
230020030000001;1;4;0;0;16;0;7;0;0;13;0
230020030000002;8;12;1;0;50;0;8;0;0;35;0
230020030000003;8;0;0;0;1;0;0;0;0;2;0
230020030000004;8;4;0;0;12;0;6;0;0;16;0
230020030000005;8;11;0;0;21;0;8;0;1;25;0
230020030000006;8;1;0;0;14;0;5;0;0;28;0
230020030000007;8;14;1;1;25;0;16;0;0;28;0
230020030000008;8;12;2;0;24;0;20;0;0;25;0
230020030000009;8;5;0;0;17;0;9;1;0;22;0
230020030000010;8;8;0;0;23;0;8;1;0;24;0
230020030000011;8;1;0;0;6;0;4;0;0;4;0
230020030000012;8;2;0;0;7;0;5;0;0;9;0
230020030000013;5;7;1;0;21;0;16;0;0;18;0
230020030000014;8;8;0;0;16;0;2;0;0;7;0
230020030000015;5;5;7;0;8;0;8;6;0;6;0
230020030000016;1;30;0;0;57;0;32;0;0;57;0
230020030000017;5;6;0;0;11;0;2;0;0;12;0
230020040000001;1;6;0;0;14;0;9;0;0;20;0
230020040000002;8;11;1;0;14;0;9;0;0;20;0
230020040000003;8;2;0;0;25;5;6;0;1;23;2
230020040000004;8;5;0;0;25;0;10;0;0;16;0
230020040000005;8;1;0;0;4;0;0;0;0;0;0
230030905000001;1;10;1;0;5;0;9;0;0;7;0
230030905000002;1;11;0;0;2;0;5;0;0;4;0
230030905000003;1;4;0;0;3;0;1;0;0;4;0
230030905000004;1;10;0;0;11;0;9;0;0;6;0
230030905000005;1;8;0;0;8;0;6;0;0;8;0
230030905000006;1;8;0;0;5;0;7;0;0;5;0
230030905000007;1;19;1;1;5;0;6;0;0;4;0
230030905000008;1;2;0;0;4;0;3;0;0;7;0
230030905000009;1;7;0;0;17;0;11;0;0;11;0
230030905000010;1;2;2;0;9;0;1;1;0;5;0
230030905000011;1;6;1;0;3;0;5;1;0;5;0
230030905000012;1;3;0;0;0;0;2;0;0;1;0
230030905000013;1;13;0;0;10;0;7;0;0;11;0
230030905000014;1;13;0;0;18;0;14;0;0;16;0
230030905000015;1;15;0;1;18;0;15;1;0;23;0
230030905000016;1;0;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230030905000017;1;8;0;5;19;0;8;0;3;14;0
230030905000018;1;12;0;0;30;0;16;0;0;19;0
230030905000019;1;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230030905000021;1;1;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230030905000022;1;9;0;0;18;0;6;0;0;18;0
230030905000023;1;3;0;0;7;0;4;0;0;3;0
230030905000024;1;17;1;0;25;0;21;0;0;22;0
230030905000025;1;11;1;0;24;0;16;1;0;27;0
230030905000026;1;22;1;0;52;0;18;0;0;37;0
230030905000027;1;8;0;0;6;0;5;0;0;1;0
230030905000028;1;8;0;0;14;0;3;0;1;9;0
230030905000029;1;2;0;0;3;0;0;0;0;0;0
230030905000030;1;13;1;0;27;0;14;1;0;28;0
230030905000031;8;9;0;0;20;0;7;0;0;15;0
230030905000032;8;14;1;0;12;0;9;0;0;14;0
230030905000033;8;12;0;0;31;0;7;0;0;29;0
230030905000034;8;3;0;0;5;0;5;0;0;1;0
230030905000035;8;8;1;0;17;0;4;3;0;16;0
230030905000036;8;9;3;1;3;0;16;1;2;7;0
230030905000037;8;11;0;0;11;0;10;0;0;14;0
230030905000038;1;4;0;0;23;0;9;0;0;16;0
230030905000039;1;12;1;0;19;0;2;0;1;18;0
230030905000040;1;11;0;0;14;0;15;0;0;6;0
230030905000041;1;16;0;0;18;0;7;1;0;21;0
230030905000042;1;7;0;0;2;0;5;0;0;2;0
230030905000043;1;8;"X";"X";"X";"X";"X";"X";"X";"X";"X"
230030905000044;1;5;0;0;33;0;5;0;0;25;0
230030905000045;1;6;0;0;4;0;2;0;0;1;0
230030905000047;1;0;0;0;0;0;2;0;0;0;0
230030905000048;1;11;1;0;20;0;12;0;0;25;0
230030905000049;8;5;1;0;11;0;6;0;0;12;0
230030905000050;8;12;0;0;15;0;7;0;0;20;0
230030907000001;1;5;0;0;5;0;3;1;0;3;0
