Cod_setor;Situacao_setor;V001;V002;V003
230440070140692;1;92;0;0
230440070140693;1;80;0;0
230440070140695;1;82;0;0
230440070140696;1;92;0;0
230440070140697;1;69;0;0
230440070140698;1;158;0;0
230440070140699;1;143;0;0
230440070140700;1;158;0;0
230440070140701;1;102;0;0
230440070140702;1;142;0;0
230440070140704;1;221;1;0
230440070140705;1;224;0;0
230440070140706;1;102;2;0
230440070140707;1;105;2;0
230440070140708;1;86;1;0
230440070140717;1;218;4;0
230440075130001;1;159;2;0
230440075130002;1;157;0;1
230440075130003;1;31;0;0
230440075130004;1;66;1;0
230440075130005;1;131;0;0
230440075130006;1;167;5;0
230440075130007;1;99;0;0
230440075130008;1;49;0;0
230440075130009;1;84;3;0
230440075130010;1;91;0;0
230440075130011;1;160;0;0
230440075130012;1;168;0;0
230440075130013;1;115;0;1
230440075130014;1;250;0;0
230440075130015;1;169;1;1
230440075130016;1;203;1;0
230440075130018;1;276;1;0
230440075130019;1;48;0;0
230440075130020;1;62;0;1
230440075130021;1;24;0;0
230440075130023;1;67;0;0
230440075130024;1;159;0;0
230440075130025;1;166;0;0
230440075130026;1;194;9;0
230440075130027;1;117;0;0
230440075130028;1;171;0;0
230440075130029;1;142;0;0
230440075130030;1;120;0;0
230440075130031;1;117;0;0
230440075130032;1;207;1;2
230440075130033;1;220;0;0
230440075130034;1;103;0;0
230440075130035;1;187;4;0
230440075130036;1;265;3;0
230440075130037;1;149;0;0
230440075130038;1;124;5;0
230440075130039;1;70;1;0
230440075130040;1;61;0;0
230440075130041;1;159;1;0
230440075130042;1;137;0;0
230440075130043;1;146;1;2
230440075130044;1;188;0;1
230440075130045;1;102;0;0
230440075130046;1;84;0;0
230440075130047;1;198;0;0
230440075130048;1;89;1;0
230440075130049;1;147;0;0
230440075130050;1;157;1;0
230440075130051;1;152;0;1
230440075130052;1;196;0;0
230440075130053;1;210;2;0
230440075130054;1;155;0;0
230440075130055;1;164;0;0
230440075130056;1;20;0;0
230440075130057;1;177;1;0
230440075130058;1;124;1;0
230440075130059;1;100;1;0
230440075130060;1;91;0;0
230440075130061;1;111;0;0
230440075130062;1;24;1;0
230440075130063;1;7;0;0
230440075130064;1;117;0;0
230440075130065;1;87;0;0
230440075130066;1;93;0;0
230440075130067;1;98;0;0
230440075130068;1;95;2;1
230440075130069;1;134;0;0
230440075130070;1;71;0;0
230440075130071;1;39;0;0
230440075130072;1;132;0;0
230440075130073;1;94;2;0
230440075130074;1;115;1;1
230440075130075;1;82;1;0
230440075130076;1;53;0;0
230440075130077;1;101;0;0
230440075130078;1;157;1;0
230440075130079;1;122;1;0
230440075130080;1;144;1;0
230440075130081;1;97;1;0
230440075130082;1;81;0;0
230440075130083;1;181;1;0
230440075130084;1;92;0;0
230440075130085;1;51;0;0
230440075130086;1;107;0;1
230440075130087;1;45;0;0
230440075130088;1;154;0;0
230440075130089;1;2;0;0
230440075130090;1;128;0;0
230440075130091;1;102;0;0
230440075130092;1;147;3;0
230440075130093;1;94;0;0
230440075130094;1;251;1;0
230440075130095;1;132;0;0
230440075130096;1;101;0;0
230440075130097;1;88;0;0
230440075130099;1;137;0;0
230440075130100;1;73;0;1
230440075130101;1;94;0;0
230440075130102;1;69;2;0
230440075130103;1;49;0;0
230440075130104;1;134;0;0
230440075130105;1;119;1;1
230440075130106;1;109;1;0
230440075130107;1;101;0;0
230440075130108;1;86;1;0
230440075130109;1;84;0;0
230440075130110;1;82;0;0
230440075130111;1;130;0;0
230440075130112;1;107;1;0
230440075130113;1;61;0;0
230440075130114;1;88;2;0
230440075130115;1;114;0;0
230440075130116;1;109;0;0
230440075130117;1;97;0;0
230440075130118;1;177;2;0
230440075130119;1;77;0;0
230440075130120;1;83;0;0
230440075130121;1;75;0;0
230440075130122;1;73;0;0
230440075130123;1;133;0;0
230440075130124;1;113;1;0
230440075130125;1;106;1;0
230440075130126;1;103;3;0
230440075130127;1;74;0;0
230440075130128;1;174;2;0
230440075130129;1;82;0;0
230440075130130;1;67;0;1
230440075130131;1;120;0;0
230440075130132;1;108;0;0
230440075130133;1;34;0;0
230440075130134;1;71;1;0
230440075130135;1;100;0;0
230440075130136;1;82;1;0
230440075130137;1;149;0;0
230440075130138;1;136;0;0
230440075130139;1;126;1;0
230440075130140;1;81;0;0
230440075130141;1;123;0;0
230440075130142;1;116;0;0
230440075130143;1;147;2;0
230440075130144;1;131;0;0
230440075130145;1;94;0;0
230440075130146;1;139;0;0
230440075130147;1;83;1;0
230440075130148;1;102;0;0
230440075130149;1;79;1;0
230440075130150;1;90;0;0
230440075130151;1;83;0;0
230440075130152;1;47;0;0
230440075130153;1;108;0;0
230440075130154;1;84;0;0
230440075130155;1;121;1;0
230440075130156;1;81;0;0
230440075130157;1;118;3;0
230440075130158;1;178;0;0
230440075130159;1;85;0;0
230440075130160;1;104;4;1
230440075130161;1;224;1;0
230440075130162;1;226;0;0
230440075130163;1;121;0;0
230440075130164;1;81;0;0
230440075130165;1;134;0;0
230440075130166;1;118;1;0
230440075130167;1;31;0;0
230440075130168;1;77;0;0
230440075130169;1;124;0;0
230440075130170;1;150;1;0
230440075130171;1;125;0;0
230440075130172;1;61;0;0
230440075130173;1;96;0;0
230440075130174;1;101;0;1
230440075130175;1;92;1;0
230440075130176;1;9;0;0
230440075130177;1;70;0;0
230440075130178;1;89;0;0
230440075130179;1;79;0;0
230440075130180;1;120;3;0
230440075130181;1;77;0;0
230440075130182;1;60;0;0
230440075130183;1;72;0;0
230440075130184;1;90;0;0
230440075130185;1;188;0;0
230440075130186;1;213;0;0
230440075130187;1;31;0;0
230440075130188;1;161;3;2
230440075130189;1;70;0;0
230440075130190;1;57;0;0
230440075130191;1;51;0;0
230440075130192;1;62;0;0
230440075130193;1;83;0;0
230440075130194;1;117;0;0
230440075130195;1;70;0;0
230440075130196;1;111;1;0
230440075130197;1;122;0;0
230440075130198;1;100;1;0
230440075130199;1;86;0;0
230440075130200;1;162;0;0
230440075130201;1;92;0;0
230440075130202;1;112;1;0
230440075130203;1;99;2;1
230440075130204;1;64;0;0
230440075130205;1;106;0;0
230440075130206;1;94;0;0
230440075130207;1;35;0;0
230440075130208;1;43;0;0
230440075130209;1;81;0;0
230440075130210;1;127;0;0
230440075130211;1;59;0;0
230440075130212;1;92;0;0
230440075130213;1;56;1;0
230440075130214;1;91;0;0
230440075130215;1;66;0;0
230440075130216;1;92;0;0
230440075130217;1;73;2;0
230440075130218;1;167;0;0
230440075130219;1;146;5;0
230440075130220;1;63;0;0
230440075130221;1;82;1;0
230440075130223;1;160;0;0
230440075130224;1;118;0;0
230440075130225;1;73;0;0
230440075130226;1;62;0;0
230440075130227;1;70;1;0
230440075130228;1;116;0;0
230440075130229;1;100;2;0
230440075130230;1;188;1;1
230440075130231;1;96;0;0
230440075130233;1;125;0;0
230440075130234;1;197;3;0
230440075130235;1;149;3;0
230440075130236;1;131;0;0
230440075130237;1;24;0;0
230440075130238;1;143;0;0
230440075130239;1;208;1;0
230440075130240;1;142;3;0
230440075130241;1;94;0;0
230440075130242;1;107;0;0
230440075130243;1;139;2;0
230440075130244;1;144;0;0
230440075130245;1;168;1;0
230440075130246;1;81;0;0
230440075130247;1;89;1;1
230440075130248;1;131;1;0
230440075130249;1;147;2;0
230440075130250;1;17;0;0
230440075130251;1;113;2;0
230440075130252;1;172;0;0
230440075130253;1;91;1;0
230440075130254;1;163;1;0
230440075130255;1;262;3;0
230440075130256;1;181;0;0
230440075130257;1;201;1;0
230440075130258;1;160;0;0
230440075130259;1;132;0;0
230440075130260;1;126;0;0
230440075130261;1;180;0;0
230440075130262;1;446;0;0
230440075130263;1;81;0;0
230440075130264;1;125;0;0
230440075130265;1;106;3;0
230440075130266;1;63;0;0
230440075130267;1;139;0;0
230440075130268;1;173;2;0
230440075130269;1;140;1;1
230440075130270;1;172;0;0
230440075130271;1;259;5;1
230440075130272;1;181;3;0
230440075130273;1;215;0;0
230440075130274;1;201;2;0
230440075130275;1;248;9;2
230440075130276;1;224;2;0
230440075130277;1;165;1;0
230440075130278;1;106;0;0
230440075130279;1;82;0;1
230440075130280;1;113;0;0
230440075130281;1;93;0;0
230440075130282;1;85;1;0
230440075130283;1;99;2;0
230440075130284;1;131;0;4
230440075130285;1;207;0;0
230440075130286;1;189;2;0
230440075130287;1;45;0;0
230440075130288;1;181;0;0
230440075130289;1;145;0;0
230440075130290;1;155;1;0
230440075130291;1;181;0;0
230440075130292;1;74;0;2
230440075130293;1;132;0;0
230440075130294;1;142;3;0
230440075130295;1;218;0;0
230440075130296;1;226;0;0
230440075130297;1;202;4;0
230440075130298;1;130;9;0
230440075130299;1;155;1;0
230440075130300;1;62;0;0
230440075130301;1;75;0;0
230440075130302;1;77;0;0
230440075130303;1;128;0;0
230440075130304;1;114;4;0
230440075130305;1;174;0;0
230440075130306;1;113;0;0
230440075130307;1;171;1;0
230440075130308;1;171;4;0
230440075130309;1;74;3;0
230440075130310;1;53;0;0
230440075130311;1;111;0;0
230440075130312;1;121;1;0
230440075130313;1;118;1;1
230440075130314;1;95;0;0
230440075130315;1;121;0;0
230440075130316;1;175;1;1
230440075130317;1;135;1;0
230440075130318;1;57;0;0
230440075130319;1;88;0;0
230440075130320;1;43;0;0
230440075130321;1;91;0;0
230440075130322;1;314;3;1
230440075130323;1;187;0;0
230440075130324;1;104;1;1
230440075130325;1;158;0;0
230440075130326;1;136;0;0
230440075130327;1;188;1;0
230440075130328;1;189;1;0
230440075130329;1;120;2;0
230440075130330;1;125;0;0
230440075130331;1;74;0;0
230440075130332;1;56;0;0
230440075130333;1;68;0;0
230440075130334;1;109;0;0
230440075130335;1;43;0;0
230440075130336;1;72;0;0
230440075130337;1;171;0;0
230440075130338;1;113;0;0
230440075130339;1;106;1;0
230440075130340;1;165;0;0
230440075130341;1;117;0;0
230440075130342;1;49;0;0
230440075130343;1;100;0;0
230440075130344;1;41;0;0
230440075130345;1;121;2;0
230440075130346;1;90;0;1
230440075130348;1;127;3;0
230440075130349;1;135;3;0
230440075130350;1;90;0;0
230440075130351;1;172;0;0
230440075130352;1;69;0;0
230440075130353;1;89;2;0
230440075130354;1;112;2;0
230440075130355;1;51;1;0
230440075130356;1;103;0;0
230440075130357;1;95;3;0
230440075130358;1;49;1;0
230440075130359;1;45;0;0
230440075130360;1;53;0;1
230440075130361;1;172;2;0
230440075130362;1;99;0;0
230440075130363;1;97;0;0
230440075130364;1;54;0;0
230440075130365;1;70;0;0
230440075130366;1;106;0;0
230440075130367;1;148;0;0
230440075130368;1;142;0;0
230440075130369;1;180;0;0
230440075130370;1;123;0;0
230440075130371;1;88;0;1
230440075130372;1;67;1;0
230440075130373;1;88;1;0
230440075130374;1;108;1;0
230440075130375;1;117;2;0
230440075130376;1;66;2;0
230440075130377;1;63;0;0
230440075130378;1;256;0;0
230440075130379;1;82;1;0
230440075130380;1;124;1;0
230440075130381;1;202;1;0
230440075130382;1;139;1;0
230440075130383;1;118;0;0
230440075130384;1;92;2;0
230440075130385;1;94;0;0
230440075130386;1;119;0;0
230440075130387;1;143;1;0
230440075130388;1;215;5;0
230440075130389;1;196;2;2
230440075130390;1;177;2;0
230440075130391;1;93;0;0
230440075130392;1;120;0;0
230440075130393;1;169;1;0
230440075130394;1;106;0;0
230440075130395;1;192;3;0
230440075130396;1;151;0;0
230440075130397;1;109;0;0
230440075130398;1;174;1;0
230440075130399;1;101;0;0
230440075130400;1;90;0;0
230440075130401;1;82;5;1
230440075130402;1;77;0;0
230440075130403;1;206;0;0
230440075130404;1;91;0;0
230440075130405;1;87;1;0
230445905000001;1;146;0;0
230445905000002;1;185;0;0
230445905000003;1;119;0;0
230445905000004;8;53;0;0
230445905000005;8;84;0;0
230445905000007;8;42;0;0
230445905000008;8;27;1;0
230445905000009;8;27;1;0
230445905000010;1;129;0;0
230445905000011;1;95;0;0
230445905000012;1;98;0;0
230445905000013;8;54;0;0
230445905000016;4;72;1;0
230445910000001;1;135;0;0
230445910000002;8;94;1;0
230445910000003;1;144;0;0
230445915000001;1;48;0;0
230445915000002;8;105;0;1
230445920000001;1;128;3;0
230445920000002;8;31;0;0
230445925000001;1;106;2;1
230445925000002;1;146;2;0
230445925000003;8;21;0;0
230445925000004;1;81;0;0
230445930000001;1;120;0;0
230445930000002;8;60;0;0
230445930000003;8;113;0;0
230445930000004;8;153;1;1
230450905000001;1;152;1;0
230450905000002;1;152;0;0
230450905000003;1;149;0;0
230450905000004;1;125;0;0
230450905000005;1;83;0;0
230450905000006;8;175;1;0
230450905000007;8;119;1;0
230450905000008;8;108;1;0
230450905000009;8;81;0;0
230450905000010;5;58;0;0
230450905000011;8;116;2;0
230450905000012;8;77;1;0
230450905000013;8;120;0;0
230450905000014;8;119;0;0
230450905000015;8;42;1;0
230450905000016;1;160;1;0
230450905000017;1;130;0;0
230450905000018;1;209;2;0
230450905000019;1;116;0;0
230450905000020;1;169;0;0
230450905000021;8;104;1;0
230460805000001;1;161;2;1
230460805000002;1;39;"X";"X"
230460805000003;8;129;0;0
230460805000004;8;22;0;0
230460805000005;8;78;0;0
230460805000006;8;158;1;0
230460805000007;1;72;0;0
230460805000008;1;138;3;0
230460805000009;1;38;0;0
230460805000010;1;85;0;0
230460805000011;1;47;"X";"X"
230460805000012;1;3;"X";"X"
230460805000013;1;3;0;0
230460805000014;1;177;0;0
230460805000015;1;1;"X";"X"
230460805000017;8;5;"X";"X"
230460805000018;8;40;0;0
230460805000019;8;87;0;1
230460805000020;8;23;0;0
230460805000021;8;4;"X";"X"
230465705000001;1;107;1;0
230465705000002;1;75;0;0
230465705000003;1;153;0;0
230465705000004;8;58;0;0
230465705000005;8;150;1;0
230465705000006;8;23;0;0
230465705000007;1;80;1;0
230465705000008;1;111;0;0
230465705000009;8;27;0;0
230465705000010;1;107;0;0
230465705000011;8;111;0;0
230465705000012;8;155;0;0
230465705000013;8;79;0;0
230465705000014;1;83;0;0
230465705000015;8;157;1;0
230465705000016;8;65;0;0
230465705000017;8;109;0;0
230465705000018;1;83;0;0
230465705000019;8;41;0;0
230465705000020;8;91;0;0
230465720000001;1;139;0;0
230465720000002;8;88;0;0
230465720000003;8;79;0;0
230465720000004;1;107;0;0
230465720000005;1;85;2;0
230465720000007;8;153;1;0
230465720000008;5;53;0;0
230465720000009;8;208;0;0
230465720000010;8;249;0;0
230470705000001;1;95;1;0
230470705000002;1;153;0;0
230470705000003;1;93;2;0
230470705000004;1;236;7;0
230470705000005;1;81;4;0
230470705000006;1;56;0;0
230470705000007;1;190;8;0
230470705000008;1;186;1;0
230470705000009;1;156;7;0
230470705000010;1;361;0;0
230470705000011;1;205;12;0
230470705000012;1;235;5;1
230470705000013;1;83;6;0
230470705000014;1;161;0;0
230470705000015;8;69;0;0
230470705000016;8;119;4;0
230470705000017;8;135;8;0
230470705000018;8;118;5;0
230470705000019;8;75;1;0
230470705000020;5;107;0;0
230470705000021;8;149;6;0
230470705000022;1;35;1;0
230470705000023;1;159;5;0
230470705000024;1;88;0;0
230470705000025;1;126;3;0
230470705000026;1;99;5;0
230470705000027;1;119;0;0
230470705000028;1;29;1;0
230470705000029;1;131;9;0
230470710000001;1;215;3;1
230470710000002;8;178;1;0
230470710000003;8;89;5;0
230470710000004;5;40;0;0
230470710000005;1;103;0;0
230470710000006;1;120;2;0
230470715000001;1;225;0;0
230470715000002;8;62;4;0
230470715000003;8;342;3;0
230470715000004;8;203;1;0
230470715000005;8;76;5;0
230470715000006;5;25;1;0
230470715000007;8;202;2;0
230470720000001;1;105;0;0
230470720000002;1;34;0;0
230470720000003;8;96;8;0
230470720000004;8;204;3;0
230470720000005;8;141;4;0
230470720000006;8;184;3;0
230470720000007;8;185;2;0
230470720000008;8;148;4;0
230470720000009;8;151;3;0
230470720000010;1;112;0;0
230470720000011;1;180;5;0
230470725000001;1;103;1;0
230470725000002;8;115;1;0
230470725000003;8;91;0;0
230470725000004;5;161;1;0
230470725000005;8;119;1;0
230470725000006;8;85;1;0
230470725000007;8;172;2;0
230470725000008;8;123;0;0
230470725000009;8;38;0;0
230470725000010;8;143;0;0
230470725000011;8;193;3;0
230470725000012;1;115;0;0
230470725000013;1;149;0;0
230470725000014;8;195;0;0
230470725000015;8;45;1;0
230470725000016;8;74;0;0
230470725000017;5;38;0;0
230470730000001;1;60;0;0
230470730000002;8;34;3;0
230470730000003;8;186;1;0
230470730000004;8;233;0;0
230470730000005;8;96;1;0
230470730000006;8;128;2;1
230470730000007;8;97;3;0
230470735000001;1;254;4;0
230470735000002;8;122;0;0
230470735000003;8;340;0;0
230470735000004;8;108;2;0
230470735000005;8;73;0;0
230470735000006;1;122;1;1
230470735000007;1;207;3;0
230470735000008;8;40;0;0
230480605000001;1;26;0;0
230480605000003;8;115;1;0
230480605000004;8;44;0;0
230480605000005;8;161;0;0
230480605000006;5;135;2;0
230480605000007;8;97;0;0
230480605000008;8;100;0;0
230480605000009;8;33;0;0
230480605000010;1;97;0;0
230480605000011;1;43;0;0
230480605000012;1;38;0;0
230480605000013;1;5;0;0
230480605000014;1;13;0;0
230480605000015;1;12;0;0
230480605000016;1;4;0;0
230490505000001;1;50;0;0
230490505000002;1;47;0;0
230490505000003;1;133;0;0
230490505000004;1;96;0;0
230490505000005;1;121;1;0
230490505000006;1;9;0;0
230490505000007;8;91;0;0
230490505000008;8;122;0;0
230490505000009;8;107;0;0
230490505000010;8;39;0;0
230490505000011;8;57;0;0
230490505000012;1;94;0;0
230490505000013;1;99;2;0
230490505000014;1;154;0;0
230490505000015;1;92;1;0
230490505000016;1;104;0;0
230490505000017;1;46;0;0
230490515000001;1;85;0;0
230490515000002;8;93;0;0
230490515000003;5;5;1;0
230495405000001;1;60;0;0
230495405000002;1;223;1;0
230495405000003;1;78;2;0
230495405000004;1;74;0;0
230495405000005;1;24;0;0
230495405000006;1;142;2;0
230495405000007;1;235;0;0
230495405000008;1;118;0;0
230495405000009;1;94;0;0
230495405000010;8;90;1;0
230495405000011;8;179;0;0
230495405000012;1;34;0;0
230495405000013;1;36;0;0
230495405000014;1;138;1;0
230495405000015;1;124;1;0
230495405000016;1;155;0;0
230495405000017;1;36;0;0
230495405000018;1;67;5;0
230495405000019;1;110;1;0
230495405000020;1;116;0;0
230495405000021;1;141;0;0
230495410000001;1;49;0;0
230495410000002;1;168;1;0
230495410000003;8;132;1;0
230495410000004;1;176;2;0
230495410000005;1;207;6;0
230495410000006;1;114;0;0
230495411000001;1;121;2;0
230495411000002;8;114;0;0
230495411000003;1;208;0;0
230495413000001;1;90;1;0
230495413000002;8;35;0;0
230495415000001;1;218;1;0
230495415000002;8;107;2;0
230495415000003;8;100;0;0
230495415000004;1;73;0;0
230495415000005;8;193;1;0
230495425000001;1;137;0;0
230495425000002;8;74;0;0
230500105000001;1;71;0;0
230500105000002;1;115;0;0
230500105000003;1;88;3;0
230500105000004;1;128;0;0
230500105000005;1;169;2;0
230500105000006;1;122;1;0
230500105000007;1;146;3;0
230500105000008;1;209;0;0
230500105000009;1;184;0;0
230500105000010;8;128;0;1
230500105000011;8;135;0;0
230500105000012;8;203;0;0
230500105000013;8;63;0;0
230500105000014;8;107;1;0
230500105000015;8;232;1;1
230500105000016;8;279;0;0
230500105000017;8;161;0;0
230500105000018;8;196;2;0
230500105000019;8;152;2;0
230500105000020;8;149;1;0
230500105000021;5;61;0;0
230500105000022;8;170;1;0
230500105000023;1;92;0;0
230500105000024;1;90;0;0
230500105000025;1;260;2;0
230500105000026;1;81;0;0
230500105000027;1;103;0;3
230500105000028;1;170;1;0
230500105000029;1;164;0;0
230500105000030;1;259;1;0
230500120000001;1;234;2;0
230500120000002;8;42;0;0
230500120000003;8;153;0;0
230500120000004;5;89;0;0
230500120000005;5;54;0;0
230500120000006;8;129;1;0
230500120000007;5;64;1;0
230500120000008;5;63;2;0
230500120000009;8;56;0;1
230500120000010;5;49;0;0
230500120000011;8;114;0;0
230500122000001;1;214;0;0
230500122000002;8;144;2;0
230500122000003;8;99;0;0
230500125000001;1;49;0;0
230500125000002;8;121;1;0
230500125000003;5;59;0;0
230500125000004;5;34;0;0
230500125000005;1;138;1;0
230500127000001;1;125;0;0
230500127000002;8;77;0;0
230500127000003;8;117;1;0
230500127000004;8;135;0;0
230500127000005;8;184;0;0
230500127000006;1;142;1;0
230500130000001;1;72;1;0
230500130000002;8;156;1;1
230500130000003;5;32;0;0
230500130000004;8;153;0;0
230500130000005;8;108;0;0
230500130000006;8;151;0;0
230510005000001;1;194;0;0
230510005000002;8;110;0;0
230510005000003;8;26;0;0
230510005000004;1;66;0;0
230510005000005;8;3;"X";"X"
230510005000006;8;21;"X";"X"
230510010000001;1;61;0;0
230510010000002;3;65;0;0
230510010000003;3;7;0;0
230510010000004;3;37;0;0
230510010000006;8;85;0;0
230510010000007;8;17;0;0
230510010000008;8;50;0;0
230520905000001;1;86;0;0
230520905000002;1;67;0;0
230520905000003;1;148;3;0
230520905000004;1;137;0;0
230520905000005;1;119;0;0
230520905000006;1;116;0;0
230520905000007;1;174;2;0
230520905000008;1;123;1;0
230520905000009;1;98;2;0
230520905000010;8;133;0;0
230520905000011;8;241;0;0
230520905000012;8;67;0;0
230520905000013;8;93;1;0
230520905000014;8;131;0;0
230520905000015;8;25;0;0
230520905000016;8;58;0;0
230520905000017;1;69;0;0
230520905000018;1;114;0;0
230520905000019;1;127;2;0
230520905000020;1;161;2;0
230520910000001;1;67;0;0
230520910000002;8;82;0;0
230520910000003;8;17;0;0
230520910000004;8;113;1;0
230520910000005;5;19;0;0
230520910000006;8;45;0;0
230520915000001;1;92;1;0
230520915000002;8;122;1;0
230520915000003;8;34;0;0
230520915000004;8;107;1;0
230520920000001;1;123;0;0
230520920000002;1;104;3;0
230520920000003;8;43;0;0
230520920000004;8;59;1;0
230520920000005;8;76;0;0
230520920000006;8;157;1;0
230520920000007;1;59;1;0
230523305000001;1;160;3;1
230523305000002;1;176;0;0
230523305000003;1;174;0;0
230523305000004;1;189;0;0
230523305000005;1;354;0;0
230523305000006;1;89;0;0
230523305000007;1;179;0;0
230523305000008;1;200;1;0
230523305000009;2;84;0;0
230523305000010;2;196;0;0
230523305000011;2;192;0;0
230523305000012;1;271;1;0
230523305000013;1;139;0;0
230523305000014;1;162;2;0
230523305000015;1;189;1;0
230523305000016;1;134;0;0
230523305000017;1;61;0;0
230523305000018;1;140;0;0
230523305000019;1;165;0;0
230523305000020;1;134;0;0
230523305000021;1;150;1;0
230523305000022;1;226;0;0
230523305000023;1;187;0;0
230523305000024;1;208;0;0
230523305000025;1;135;0;0
230523305000026;1;101;0;0
230523305000027;1;250;0;0
230523305000028;1;113;0;0
230523305000029;1;195;4;0
230523305000034;1;177;1;0
230523305000035;1;115;0;0
230523305000036;1;88;1;0
230523305000037;1;74;0;0
230523305000038;1;124;0;0
230523305000039;1;214;0;0
230523305000040;1;53;0;0
230523305000041;1;99;1;0
230523305000042;1;215;3;1
230523305000043;1;206;0;0
230523305000044;1;165;0;0
230523305000045;1;173;1;0
230523305000046;1;142;4;0
230523305000047;1;97;1;0
230523305000048;1;133;0;0
230523305000049;1;133;0;0
230523305000050;1;181;0;0
230523305000051;1;143;0;0
230523305000052;1;139;0;0
230523305000053;1;118;1;0
230523305000054;1;193;2;0
230523305000055;1;275;2;0
230523305000056;1;149;0;0
230523305000057;2;300;0;0
230523305000058;2;70;0;0
230523305000059;2;143;0;0
230523305000060;2;181;2;0
230523305000061;2;301;3;0
230523305000062;1;104;0;0
230523307000001;1;56;0;0
230523307000002;8;171;0;0
230523307000003;8;142;0;0
230523312000001;1;79;0;0
230523312000002;8;102;1;0
230523312000003;8;132;4;0
230523312000004;8;60;0;0
230523312000005;1;72;2;0
230523330000001;1;78;2;0
230523330000002;8;214;0;0
230523330000003;8;15;0;0
230526605000001;1;39;1;0
230526605000002;1;120;2;0
230526605000003;1;156;"X";"X"
230526605000004;1;2;"X";"X"
230526605000005;1;1;"X";"X"
230526605000006;1;77;"X";"X"
230526605000007;1;17;0;0
230526605000009;1;22;0;0
230526605000011;8;119;3;4
230526605000012;8;178;3;1
230526620000001;1;48;0;0
230526620000002;8;94;0;0
230526620000003;8;111;1;0
230526620000004;8;37;0;0
230526620000005;5;44;1;0
230526625000001;1;70;0;0
230526625000002;8;186;0;0
230526625000003;5;47;0;0
230526625000004;8;29;0;0
230526627000001;1;145;0;0
230526627000002;8;194;1;0
230526627000003;8;63;2;0
230526627000004;8;87;1;0
230526627000005;8;89;1;0
230526630000001;1;127;4;0
230526630000002;8;100;0;0
230526630000003;8;31;0;0
230526630000004;8;188;1;0
230526630000005;8;64;0;0
230530805000001;1;158;1;0
230530805000002;1;99;1;0
230530805000003;1;51;0;0
230530805000004;1;56;0;0
230530805000005;1;125;0;0
230530805000006;1;329;2;0
230530805000007;1;201;0;0
230530805000008;8;69;0;0
230530805000009;8;142;3;0
230530805000010;8;177;2;0
230530805000011;8;71;0;0
230530805000012;8;37;0;0
230530805000013;8;265;6;1
230530805000014;8;229;2;0
230530805000015;5;22;0;0
230530805000016;8;250;0;0
230530805000017;8;146;2;0
230530805000018;8;130;0;0
230530805000019;8;159;0;0
230530805000020;8;176;1;0
230530805000021;8;52;0;1
230530805000022;8;105;1;0
230530805000023;8;111;0;0
230530805000024;1;54;0;0
230530805000025;1;18;"X";"X"
230530805000026;1;139;0;0
230530805000027;1;1;"X";"X"
230530805000028;1;28;0;0
230530805000029;1;56;3;0
230530805000030;1;105;0;0
230530805000031;1;0;"X";"X"
230530805000032;1;42;"X";"X"
230530805000033;1;41;0;0
230530805000034;1;34;0;0
230530805000035;1;14;0;0
230530805000036;1;142;"X";"X"
230530805000037;1;6;"X";"X"
230530805000038;1;12;0;0
230530807000001;1;171;2;1
230530807000002;8;130;2;0
230530807000003;5;32;0;0
230530807000004;8;101;1;0
230530808000001;1;81;0;0
230530808000002;8;129;0;0
230530810000001;1;39;0;0
230530810000002;8;58;1;0
230530810000003;8;11;0;0
230533205000001;1;282;1;0
230533205000002;1;205;3;0
230533205000003;8;134;0;0
230533205000004;1;118;0;0
230533205000005;1;129;0;0
230533205000006;1;94;1;0
230533210000001;1;58;0;0
230533210000002;8;85;0;0
230533210000003;8;129;0;0
230533215000001;1;55;1;0
230533215000002;8;153;2;0
230533215000003;8;59;0;0
230533215000005;8;27;0;0
230533220000001;1;16;0;0
230533220000002;8;103;0;0
230533220000003;8;32;0;0
230533230000001;1;43;0;0
230533230000002;8;147;1;0
230533230000003;8;101;0;0
230535705000001;1;74;2;0
230535705000002;1;142;2;1
230535705000003;2;61;0;0
230535705000004;2;117;0;0
230535705000005;8;109;0;0
230535705000006;8;102;4;0
230535705000007;8;120;0;0
230535705000008;7;306;3;0
230535705000009;7;93;0;4
230535705000010;8;85;1;0
230535705000011;5;100;4;0
230535705000012;8;380;0;0
230535705000013;8;43;0;0
230535705000014;8;85;0;0
230535705000015;8;253;0;1
230535705000016;1;84;0;0
230535705000017;1;136;0;0
230535705000018;2;100;0;0
230535705000019;2;83;0;0
230535705000020;8;28;0;0
230535710000001;1;103;0;0
230535710000003;8;205;1;0
230535710000004;5;71;"X";"X"
230535710000005;8;75;0;0
230535710000006;8;73;2;0
230535710000007;8;2;"X";"X"
230535715000001;1;17;0;0
230535715000002;8;101;1;0
230535715000003;8;26;0;0
230535715000004;8;31;0;0
230540705000001;1;66;1;0
230540705000002;1;94;1;0
230540705000003;1;128;1;0
230540705000004;1;128;0;0
230540705000005;1;50;0;0
230540705000006;1;103;0;0
230540705000007;1;235;2;0
230540705000008;1;134;0;0
230540705000009;1;84;1;0
230540705000010;1;165;0;0
230540705000011;1;66;0;0
230540705000012;1;90;0;0
230540705000013;1;60;0;0
230540705000014;1;186;0;0
230540705000015;1;85;0;0
230540705000016;1;148;0;0
230540705000017;1;127;0;0
