Cod_setor;Situacao_setor;V001;V002;V003
230435005000010;1;188;1;0
230435005000011;1;66;0;0
230435005000012;1;41;0;0
230435005000013;1;151;1;0
230435005000014;1;115;0;0
230435005000015;8;172;0;0
230435005000016;8;165;0;0
230435005000017;8;163;3;0
230435005000018;8;71;1;0
230435005000019;8;102;1;0
230435005000020;8;120;1;0
230435005000021;8;83;0;0
230435005000022;8;15;0;0
230435005000023;1;72;1;1
230435005000024;1;56;0;0
230435005000025;1;129;2;0
230435005000026;1;136;3;0
230435005000027;1;108;0;0
230435005000028;1;96;0;0
230435005000029;1;132;0;0
230435005000030;1;226;1;0
230435005000031;1;90;0;0
230435020000001;1;30;0;0
230435020000002;8;43;0;0
230435020000003;1;19;0;0
230435025000001;1;85;0;0
230435025000002;8;103;0;0
230435025000003;8;76;0;0
230435025000004;8;13;0;0
230440005060753;1;110;1;0
230440005060754;1;216;0;0
230440005060755;1;230;2;0
230440005060756;1;151;0;0
230440005060757;1;186;0;0
230440005060758;1;77;2;0
230440005060759;1;127;0;0
230440005060760;1;79;1;0
230440005060761;1;201;0;0
230440005060762;1;118;0;0
230440005060763;1;89;0;0
230440005060764;1;43;0;0
230440005060765;1;81;1;0
230440005060766;1;126;0;0
230440005060767;1;103;0;0
230440005060768;1;130;0;0
230440005060769;1;84;1;0
230440005060770;1;99;1;0
230440005060771;1;113;0;0
230440005060772;1;149;2;0
230440005060773;1;104;1;1
230440005060774;1;86;0;0
230440005060775;1;119;1;0
230440005060776;1;67;1;0
230440005060777;1;78;1;0
230440005060778;1;76;1;0
230440005060779;1;147;0;0
230440005060780;1;100;0;0
230440005060781;1;88;0;0
230440005060782;1;266;0;0
230440005060783;1;156;1;0
230440005060784;1;106;0;0
230440005060785;1;191;0;0
230440005060786;1;172;0;0
230440005060787;1;178;0;0
230440005060788;1;118;0;0
230440005060789;1;72;0;0
230440005060790;1;150;0;0
230440005060791;1;68;0;0
230440005060792;1;136;0;0
230440005060793;1;76;2;0
230440005060794;1;119;0;0
230440005060795;1;64;0;0
230440005060796;1;124;0;0
230440005060797;1;146;1;0
230440005060798;1;161;0;0
230440005060799;1;100;3;0
230440005060800;1;107;0;0
230440005060801;1;212;1;0
230440005060802;1;157;0;0
230440005060803;1;147;0;0
230440005060804;1;160;0;0
230440005060805;1;121;0;0
230440005060806;1;284;2;0
230440005060877;1;108;1;0
230440005060878;1;94;0;0
230440005060879;1;60;0;0
230440005060880;1;123;1;0
230440005060881;1;150;0;0
230440005060882;1;86;0;0
230440005060883;1;95;0;0
230440005060884;1;143;0;0
230440005060885;1;191;0;0
230440005060886;1;275;0;0
230440005060887;1;166;1;0
230440005060888;1;166;0;0
230440005060889;1;377;0;0
230440005060890;1;293;1;0
230440005060891;1;147;0;0
230440005060892;1;180;5;0
230440005060893;1;204;0;1
230440005060894;1;203;4;1
230440005060895;1;125;0;0
230440005060896;1;192;0;0
230440005060897;1;123;0;0
230440005060898;1;229;0;0
230440005060899;1;244;3;0
230440005060900;1;115;0;0
230440005060901;1;161;0;0
230440005060902;1;105;0;0
230440005060903;1;189;0;0
230440005060904;1;104;0;0
230440005060905;1;92;0;0
230440005060906;1;145;0;0
230440005060907;1;95;0;0
230440005060908;1;259;0;0
230440005060909;1;279;1;0
230440005060910;1;164;1;0
230440005060911;1;148;1;0
230440005060994;1;233;4;0
230440005070030;1;76;1;0
230440005070031;1;79;0;0
230440005070032;1;102;0;0
230440005070033;1;60;0;0
230440005070034;1;80;1;0
230440005070035;1;125;0;0
230440005070036;1;72;0;0
230440005070037;1;60;0;0
230440005070038;1;64;0;0
230440005070039;1;71;0;0
230440005070040;1;106;0;1
230440005070041;1;127;1;0
230440005070042;1;85;0;0
230440005070043;1;49;0;0
230440005070044;1;44;2;0
230440005070045;1;26;0;0
230440005070046;1;83;1;0
230440005070047;1;122;0;0
230440005070048;1;50;0;0
230440005070049;1;142;0;0
230440005070050;1;110;0;0
230440005070051;1;96;0;0
230440005070052;1;145;0;0
230440005070053;1;181;1;0
230440005070054;1;70;1;0
230440005070055;1;74;0;0
230440005070056;1;138;0;0
230440005070057;1;129;0;0
230440005070058;1;173;0;0
230440005070059;1;116;0;2
230440005070060;1;97;0;0
230440005070061;1;234;7;0
230440005070273;1;75;0;0
230440005070274;1;26;0;0
230440005070275;1;110;1;0
230440005070276;1;68;0;0
230440005070277;1;79;0;0
230440005070278;1;56;0;0
230440005070279;1;96;0;0
230440005070280;1;79;1;0
230440005070281;1;96;0;0
230440005070282;1;68;0;1
230440005070283;1;128;0;0
230440005070284;1;97;0;0
230440005070285;1;50;0;0
230440005070286;1;92;0;0
230440005070287;1;145;4;0
230440005070288;1;142;2;0
230440005070289;1;170;0;0
230440005070290;1;133;0;0
230440005070291;1;165;0;0
230440005070292;1;77;2;0
230440005070293;1;63;0;0
230440005070294;1;93;0;0
230440005070295;1;49;0;0
230440005070296;1;103;0;0
230440005070297;1;137;0;0
230440005070298;1;53;0;0
230440005070299;1;135;0;0
230440005070300;1;182;1;0
230440005070301;1;88;0;0
230440005070302;1;88;0;0
230440005070303;1;163;0;0
230440005070304;1;158;0;0
230440005070305;1;159;0;0
230440005070306;1;40;0;0
230440005070307;1;145;0;0
230440005070308;1;118;0;0
230440005070309;1;193;0;0
230440005070310;1;114;1;0
230440005070311;1;75;0;0
230440005070312;1;32;0;0
230440005070313;1;114;1;0
230440005070314;1;40;0;0
230440005070315;1;136;0;0
230440005070316;1;59;0;0
230440005070317;1;144;0;1
230440005070318;1;168;0;0
230440005070319;1;109;1;0
230440005070320;1;136;0;0
230440005070321;1;108;0;0
230440005070322;1;98;3;1
230440005070323;1;166;0;1
230440005070324;1;47;0;0
230440005070325;1;136;0;0
230440005070326;1;195;1;0
230440005070327;1;118;1;0
230440005070328;1;123;0;0
230440005070329;1;52;0;0
230440005070330;1;180;0;0
230440005070331;1;143;0;0
230440005070332;1;98;0;0
230440005070333;1;110;0;0
230440005070334;1;155;0;0
230440005070335;1;139;2;0
230440005070336;1;107;1;0
230440005070337;1;221;0;0
230440005070338;1;209;0;1
230440005070339;1;63;0;0
230440005070340;1;166;0;0
230440005070341;1;91;0;0
230440005070342;1;87;0;0
230440005070343;1;135;0;0
230440005070344;1;312;0;0
230440005070345;1;199;1;0
230440005070519;1;71;0;0
230440005070520;1;90;0;0
230440005070521;1;169;3;0
230440005070522;1;166;2;0
230440005070523;1;204;0;0
230440005070524;1;85;1;0
230440005070525;1;42;0;0
230440005070526;1;41;0;0
230440005070527;1;80;0;1
230440005070528;1;125;4;0
230440005070529;1;97;1;0
230440005070530;1;110;1;0
230440005070531;1;109;0;0
230440005070532;1;148;1;0
230440005070533;1;117;1;0
230440005070534;1;92;0;0
230440005070535;1;96;0;0
230440005070536;1;89;0;0
230440005070537;1;41;0;0
230440005070538;1;37;0;0
230440005070539;1;62;0;0
230440005070540;1;113;2;0
230440005070541;1;37;0;0
230440005070542;1;86;0;0
230440005070543;1;39;0;0
230440005070544;1;34;0;0
230440005070545;1;134;0;0
230440005070546;1;129;0;0
230440005070547;1;162;1;0
230440005070548;1;153;0;0
230440005070549;1;85;0;0
230440005070550;1;92;1;0
230440005070551;1;173;3;0
230440005070552;1;110;1;0
230440005070553;1;119;3;0
230440005070554;1;96;0;0
230440005070555;1;103;0;0
230440005070556;1;61;0;0
230440005070557;1;96;0;0
230440005070558;1;112;1;0
230440005070559;1;151;0;0
230440005070560;1;173;0;0
230440005070561;1;148;0;0
230440005070562;1;147;0;0
230440005070563;1;92;0;0
230440005070564;1;112;0;0
230440005070565;1;43;0;0
230440005070566;1;124;1;0
230440005070567;1;87;1;0
230440005070568;1;119;0;0
230440005070569;1;114;2;0
230440005070570;1;191;2;0
230440005070571;1;26;1;0
230440005070572;1;158;0;0
230440005070573;1;129;0;0
230440005070574;1;90;3;0
230440005070575;1;135;1;0
230440005070576;1;146;0;0
230440005070577;1;120;1;0
230440005070578;1;106;0;0
230440005070579;1;208;1;0
230440005070580;1;121;2;0
230440005070581;1;60;0;0
230440005070582;1;155;0;0
230440005070583;1;152;1;0
230440005070584;1;93;2;0
230440005070585;1;83;0;0
230440005070586;1;232;2;0
230440005070587;1;189;0;0
230440005070588;1;25;0;0
230440005070589;1;189;1;0
230440005070590;1;146;0;0
230440005070591;1;172;0;0
230440005070592;1;214;0;0
230440005070593;1;132;0;0
230440005070594;1;96;0;0
230440005070595;1;145;0;0
230440005070596;1;32;0;0
230440005070597;1;149;0;0
230440005070598;1;104;0;0
230440005070599;1;75;0;0
230440005070600;1;106;0;0
230440005070601;1;139;1;0
230440005070602;1;132;0;0
230440005070603;1;151;0;0
230440005070604;1;108;2;0
230440005070605;1;117;0;0
230440005070606;1;100;0;0
230440005070702;1;167;2;0
230440005070703;1;169;3;0
230440005070704;1;112;1;0
230440005070705;1;197;2;0
230440005070706;1;151;0;0
230440005070707;1;93;0;0
230440005070708;1;88;0;0
230440005070709;1;76;2;0
230440005070710;1;308;0;0
230440005070711;1;148;3;0
230440005070712;1;147;4;1
230440005070713;1;210;0;0
230440005070714;1;155;4;1
230440005070715;1;178;3;0
230440005070716;1;74;1;0
230440005070717;1;113;0;0
230440005070718;1;45;0;0
230440005070719;1;165;0;0
230440005070720;1;78;0;0
230440005070721;1;112;1;0
230440005070722;1;115;0;0
230440005070723;1;170;3;0
230440005070724;1;112;4;0
230440005070725;1;150;1;0
230440005070726;1;191;4;0
230440005070727;1;148;1;0
230440005070728;1;51;0;0
230440005070729;1;118;1;0
230440005070730;1;169;0;0
230440005070731;1;233;2;1
230440005070732;1;54;0;0
230440005070733;1;75;1;1
230440005070734;1;162;1;0
230440005070735;1;188;1;1
230440005070736;1;97;0;1
230440005070737;1;135;0;0
230440005070738;1;63;0;0
230440005070739;1;109;0;0
230440005070740;1;156;0;0
230440005070741;1;82;0;0
230440005070742;1;137;0;0
230440005070743;1;119;0;0
230440005070744;1;113;0;0
230440005070745;1;146;0;0
230440005070746;1;68;0;0
230440005070747;1;132;0;0
230440005070748;1;138;3;0
230440005070749;1;89;0;0
230440005070750;1;146;1;1
230440005070751;1;122;0;0
230440005070752;1;111;0;0
230440005070807;1;104;0;0
230440005070808;1;74;0;0
230440005070809;1;126;0;0
230440005070810;1;97;3;0
230440005070811;1;80;0;0
230440005070812;1;239;1;0
230440005070813;1;76;1;0
230440005070814;1;150;0;0
230440005070815;1;150;0;0
230440005070816;1;120;0;0
230440005070817;1;164;2;2
230440005070818;1;34;0;0
230440005070819;1;179;1;0
230440005070820;1;102;0;0
230440005070821;1;114;0;0
230440005070822;1;117;0;0
230440005070823;1;49;0;0
230440005070824;1;91;0;0
230440005070825;1;201;6;0
230440005070826;1;150;5;0
230440005070827;1;325;5;1
230440005070828;1;228;6;0
230440005070829;1;147;3;0
230440005070830;1;134;0;0
230440005070831;1;136;1;0
230440005070832;1;213;0;0
230440005070833;1;231;0;0
230440005070834;1;80;0;0
230440005070835;1;129;0;0
230440005070836;1;228;0;0
230440005070837;1;157;0;0
230440005070838;1;159;0;0
230440005070839;1;143;3;0
230440005070840;1;86;2;0
230440005070841;1;158;2;0
230440005070842;1;157;2;1
230440005070843;1;210;1;1
230440005070844;1;203;0;0
230440005070845;1;73;0;0
230440005070846;1;51;0;0
230440005070847;1;168;6;0
230440005070848;1;210;5;0
230440005070849;1;182;3;0
230440005070850;1;181;4;0
230440005070851;1;182;1;1
230440005070852;1;208;2;0
230440005070853;1;128;0;0
230440005070854;1;234;4;0
230440005070855;1;179;1;0
230440005070856;1;97;0;0
230440005070857;1;118;0;0
230440005070858;1;108;0;0
230440005070859;1;108;3;0
230440005070860;1;136;1;0
230440005070861;1;195;0;0
230440005070862;1;188;0;0
230440005070863;1;120;0;0
230440005070864;1;158;2;0
230440005070865;1;278;2;0
230440005070866;1;93;0;0
230440005070867;1;75;2;0
230440005070868;1;140;1;0
230440005070869;1;125;0;2
230440005070870;1;156;0;0
230440005070912;1;97;1;0
230440005070913;1;57;3;1
230440005070914;1;44;0;0
230440005070915;1;35;0;0
230440005070916;1;114;0;0
230440005070917;1;121;0;0
230440005070918;1;47;1;0
230440005070919;1;36;0;0
230440005070920;1;43;0;0
230440005070921;1;34;0;0
230440005070922;1;101;0;0
230440005070923;1;49;0;0
230440005070924;1;98;0;0
230440005070925;1;61;1;0
230440005070926;1;82;0;0
230440005070927;1;124;2;0
230440005070928;1;96;0;0
230440005070929;1;62;0;0
230440005070930;1;59;0;0
230440005070931;1;75;0;0
230440005070932;1;90;0;0
230440005070933;1;98;0;0
230440005070934;1;93;1;0
230440005070935;1;100;0;0
230440005070936;1;108;1;0
230440005070937;1;105;0;0
230440005070938;1;118;1;1
230440005070939;1;110;0;1
230440005070940;1;36;0;0
230440005070941;1;51;0;0
230440005070942;1;27;0;0
230440005070943;1;124;0;0
230440005070944;1;80;0;0
230440005070945;1;48;0;0
230440005070946;1;116;0;0
230440005070947;1;73;0;0
230440005070948;1;71;1;0
230440005070949;1;113;1;0
230440005070950;1;99;0;0
230440005070951;1;129;1;0
230440005070952;1;92;0;0
230440005070953;1;46;0;0
230440005070954;1;125;0;5
230440005070955;1;104;0;0
230440005070956;1;282;5;0
230440005070957;1;103;0;0
230440005070958;1;105;0;0
230440005070959;1;219;1;0
230440005070960;1;189;4;0
230440005070961;1;157;0;0
230440005070962;1;136;0;0
230440005070963;1;196;0;0
230440005070964;1;102;0;0
230440005070965;1;158;0;0
230440005070966;1;163;0;0
230440005070967;1;138;0;0
230440005070968;1;109;1;0
230440005070969;1;157;0;0
230440005070970;1;123;1;0
230440005070971;1;93;0;0
230440005070972;1;87;4;0
230440005070973;1;117;2;0
230440005070974;1;171;0;1
230440005070975;1;169;3;0
230440005070976;1;123;0;0
230440005070977;1;272;3;3
230440005070978;1;126;0;0
230440005070979;1;97;1;0
230440005070980;1;127;4;0
230440005070981;1;157;3;1
230440005070982;1;134;1;1
230440005070983;1;109;1;0
230440005070984;1;145;2;0
230440005070985;1;167;5;0
230440005070986;1;213;2;0
230440005070987;1;120;0;0
230440005070988;1;152;1;1
230440005070989;1;128;1;0
230440005070990;1;243;0;0
230440005070991;1;242;0;1
230440005070992;1;189;3;0
230440005070993;1;148;1;0
230440005070994;1;50;1;0
230440005071163;1;345;0;0
230440005071164;1;367;0;0
230440005080001;1;49;0;0
230440005080002;1;74;0;0
230440005080003;1;28;0;0
230440005080004;1;49;0;0
230440005080005;1;32;0;0
230440005080006;1;52;0;0
230440005080007;1;63;0;0
230440005080008;1;39;0;0
230440005080009;1;71;1;0
230440005080010;1;51;0;0
230440005080011;1;76;0;0
230440005080012;1;84;0;1
230440005080013;1;107;0;0
230440005080014;1;70;0;0
230440005080015;1;33;0;0
230440005080016;1;41;0;0
230440005080017;1;54;0;0
230440005080018;1;56;0;0
230440005080019;1;0;"X";"X"
230440005080020;1;32;0;0
230440005080021;1;66;0;0
230440005080022;1;28;0;0
230440005080023;1;52;1;0
230440005080024;1;69;0;0
230440005080025;1;55;0;0
230440005080026;1;77;0;0
230440005080027;1;36;0;0
230440005080028;1;55;0;0
230440005080029;1;34;"X";"X"
230440005080062;1;12;0;0
230440005080063;1;7;0;0
230440005080064;1;56;0;0
230440005080065;1;77;1;0
230440005080066;1;73;1;0
230440005080067;1;50;0;0
230440005080068;1;39;2;0
230440005080069;1;102;0;0
230440005080070;1;26;0;0
230440005080071;1;42;2;0
230440005080072;1;228;1;0
230440005080073;1;110;4;0
230440005080074;1;19;0;0
230440005080075;1;186;0;0
230440005080076;1;73;1;0
230440005080077;1;59;0;0
230440005080078;1;46;0;0
230440005080079;1;79;0;0
230440005080080;1;70;0;0
230440005080081;1;86;0;0
230440005080082;1;86;0;0
230440005080083;1;49;0;0
230440005080084;1;18;2;0
230440005080085;1;28;0;0
230440005080086;1;52;1;0
230440005080087;1;44;0;0
230440005080088;1;72;1;0
230440005080089;1;121;0;0
230440005080090;1;75;1;1
230440005080091;1;99;0;0
230440005080092;1;47;0;0
230440005080093;1;187;0;1
230440005080094;1;135;1;0
230440005080095;1;32;0;0
230440005080096;1;35;0;0
230440005080097;1;51;1;0
230440005080098;1;41;0;0
230440005080099;1;80;0;0
230440005080140;1;101;1;0
230440005080141;1;110;2;0
230440005080142;1;85;0;0
230440005080143;1;63;0;0
230440005080144;1;69;0;0
230440005080145;1;38;0;0
230440005080146;1;44;0;0
230440005080147;1;70;0;0
230440005080148;1;99;0;0
230440005080149;1;75;1;0
230440005080150;1;66;1;0
230440005080151;1;65;0;0
230440005080152;1;91;0;0
230440005080153;1;65;0;0
230440005080154;1;44;0;0
230440005080155;1;24;0;0
230440005080156;1;89;0;0
230440005080157;1;49;0;0
230440005080158;1;26;0;0
230440005080159;1;40;0;0
230440005080160;1;62;0;0
230440005080161;1;45;0;0
230440005080162;1;57;0;0
230440005080163;1;83;0;0
230440005080164;1;69;0;0
230440005080165;1;53;0;0
230440005080166;1;96;0;0
230440005080167;1;94;0;0
230440005080168;1;64;0;0
230440005080169;1;54;0;0
230440005080170;1;34;0;0
230440005080171;1;102;0;0
230440005080172;1;71;0;0
230440005080173;1;30;0;0
230440005080174;1;66;0;1
230440005080175;1;46;0;0
230440005080176;1;42;0;0
230440005080177;1;43;0;0
230440005080178;1;43;0;0
230440005080179;1;49;0;0
230440005080180;1;86;0;0
230440005080181;1;43;0;0
230440005080182;1;41;0;0
230440005080183;1;94;0;0
230440005080184;1;76;0;0
230440005080185;1;75;0;0
230440005080186;1;74;0;0
230440005080187;1;38;0;0
230440005080188;1;82;0;0
230440005080189;1;55;0;0
230440005080190;1;37;0;0
230440005080191;1;80;0;0
230440005080192;1;121;1;1
230440005080193;1;27;0;0
230440005080194;1;78;0;0
230440005080195;1;74;0;0
230440005080196;1;75;0;0
230440005080197;1;98;0;0
230440005080198;1;67;0;0
230440005080199;1;75;0;4
230440005080200;1;119;1;0
230440005080201;1;102;0;0
230440005080202;1;122;1;0
230440005080203;1;104;0;0
230440005080204;1;82;0;0
230440005080205;1;93;0;0
230440005080206;1;44;0;0
230440005080207;1;116;0;0
230440005080208;1;123;0;0
230440005080209;1;74;1;0
230440005080210;1;89;0;0
230440005080211;1;86;1;0
230440005080212;1;143;2;0
230440005080213;1;104;0;0
230440005080214;1;146;0;0
230440005080215;1;32;0;0
230440005080216;1;52;0;0
230440005080217;1;79;0;0
230440005080218;1;75;0;0
230440005080219;1;64;0;0
230440005080220;1;99;1;0
230440005080221;1;49;0;0
230440005080222;1;33;1;0
230440005080223;1;79;0;0
230440005080224;1;184;0;0
230440005080225;1;65;3;0
230440005080226;1;105;0;0
230440005080227;1;165;1;0
230440005080229;1;106;0;0
230440005080230;1;225;0;0
230440005080231;1;108;0;0
230440005080232;1;53;0;0
230440005080233;1;118;1;0
230440005080234;1;20;0;0
230440005080235;1;95;0;0
230440005080236;1;99;3;1
230440005080237;1;118;1;0
230440005080238;1;53;0;0
230440005080239;1;37;0;0
230440005080240;1;99;0;0
230440005080241;1;143;0;0
230440005080242;1;78;0;0
230440005080243;1;75;0;0
230440005080244;1;130;0;0
230440005080245;1;89;0;0
230440005080246;1;169;0;0
230440005080247;1;102;0;0
230440005080248;1;93;0;0
230440005080249;1;52;0;0
230440005080250;1;114;1;0
230440005080251;1;70;0;0
230440005080252;1;47;0;0
230440005080253;1;132;0;0
230440005080254;1;89;0;0
230440005080255;1;58;0;0
230440005080256;1;73;0;0
230440005080257;1;67;1;0
230440005080258;1;50;0;0
230440005080259;1;71;1;0
230440005080260;1;99;0;0
230440005080261;1;48;0;0
230440005080262;1;37;0;0
230440005080263;1;76;0;0
230440005080264;1;107;0;0
230440005080265;1;63;0;0
230440005080266;1;100;0;0
230440005080267;1;69;0;0
230440005080268;1;79;0;0
230440005080269;1;70;0;0
230440005080270;1;56;0;0
230440005080271;1;103;2;0
230440005080272;1;70;0;1
230440005080346;1;90;0;0
230440005080347;1;155;2;0
230440005080348;1;59;0;2
230440005080349;1;178;6;0
230440005080350;1;58;2;0
230440005080351;1;25;0;0
230440005080352;1;59;0;0
230440005080353;1;19;0;0
230440005080354;1;77;0;0
230440005080430;1;33;0;0
230440005080431;1;61;1;0
230440005080432;1;53;0;0
230440005080433;1;41;0;0
230440005080434;1;63;0;0
230440005080435;1;42;2;0
230440005080436;1;58;1;0
230440005080437;1;43;0;0
230440005080438;1;68;0;0
230440005080439;1;60;0;0
230440005080440;1;110;0;0
230440005080441;1;44;0;0
230440005080442;1;77;0;0
230440005080443;1;61;0;0
230440005080444;1;19;0;0
230440005080445;1;49;0;0
230440005080446;1;21;0;0
230440005080447;1;36;0;0
230440005080448;1;33;0;0
230440005080449;1;28;0;0
230440005080450;1;68;0;0
230440005080451;1;54;0;0
230440005080452;1;79;0;0
230440005080453;1;75;3;0
230440005080454;1;97;0;0
230440005080455;1;73;1;0
230440005080456;1;67;0;0
230440005080457;1;59;0;0
230440005080458;1;93;1;0
230440005080459;1;63;0;0
230440005080460;1;68;0;0
230440005080461;1;34;0;0
230440005080462;1;109;0;0
230440005080463;1;55;0;0
230440005080464;1;114;0;0
230440005080465;1;91;1;0
230440005080466;1;116;1;0
230440005080467;1;126;0;6
230440005080468;1;166;0;0
230440005080469;1;57;0;0
230440005080470;1;54;0;0
230440005080471;1;35;0;0
230440005080472;1;66;0;0
230440005080473;1;48;0;0
230440005080474;1;198;0;0
230440005080475;1;110;0;0
230440005080476;1;93;0;0
230440005080477;1;140;0;0
230440005080478;1;204;1;1
230440005080479;1;121;0;0
230440005080480;1;154;0;0
230440005080481;1;215;2;0
230440005080482;1;103;2;0
230440005080483;1;98;2;0
230440005080484;1;62;0;0
230440005080485;1;35;"X";"X"
230440005080486;1;102;0;0
230440005080487;1;153;1;0
230440005080488;1;41;0;0
230440005080489;1;99;0;0
230440005080490;1;134;0;0
230440005080491;1;99;1;0
230440005080492;1;106;0;0
230440005080493;1;130;1;0
230440005080494;1;78;0;0
230440005080495;1;108;0;0
230440005080496;1;88;0;0
230440005080497;1;58;0;0
230440005080498;1;91;0;0
230440005080499;1;61;0;0
230440005080500;1;55;0;0
230440005080501;1;42;0;0
230440005080502;1;148;0;0
230440005080503;1;38;0;0
230440005080504;1;66;0;0
230440005080505;1;86;1;0
230440005080506;1;57;0;0
230440005080507;1;117;0;0
230440005080508;1;102;0;0
230440005080509;1;84;0;0
230440005080510;1;69;0;0
230440005080511;1;98;0;0
230440005080512;1;52;0;0
230440005080513;1;42;0;0
230440005080514;1;108;2;0
230440005080515;1;141;0;0
230440005080516;1;28;0;0
230440005080517;1;101;1;0
230440005080518;1;41;0;0
230440005080872;1;2;"X";"X"
230440005080873;1;20;0;0
230440005080995;1;31;0;0
230440005080996;1;51;0;0
230440005080997;1;33;0;0
230440005080998;1;53;0;0
230440005080999;1;40;0;0
230440005081000;1;43;0;0
230440005081001;1;29;1;0
230440005081002;1;43;0;0
230440005081003;1;34;0;0
230440005081004;1;76;0;0
230440005081005;1;59;0;0
230440005081006;1;45;0;0
230440005081007;1;119;0;0
230440005081008;1;58;0;0
230440005081009;1;17;0;0
230440005081010;1;37;0;0
230440005081011;1;67;0;0
230440005081012;1;26;0;0
230440005081013;1;51;0;0
230440005081014;1;50;0;0
230440005081015;1;39;0;0
230440005081016;1;81;0;0
230440005081017;1;51;0;0
230440005081018;1;76;0;0
230440005081019;1;106;0;0
230440005081020;1;90;0;0
230440005081021;1;59;0;0
230440005081022;1;85;0;0
230440005081023;1;56;0;0
230440005081024;1;116;4;0
230440005081025;1;72;0;0
230440005081026;1;22;0;0
230440005081027;1;37;0;0
230440005081028;1;64;0;0
230440005081029;1;77;0;0
230440005081030;1;42;0;0
230440005081031;1;125;0;0
230440005081032;1;47;0;0
230440005081033;1;43;0;0
230440005081034;1;317;0;0
230440005081035;1;105;0;0
230440005081036;1;105;0;0
230440005081037;1;96;0;0
230440005081162;1;28;0;0
230440005120100;1;92;0;0
230440005120101;1;16;0;0
230440005120102;1;34;0;0
230440005120103;1;100;1;1
230440005120104;1;48;0;0
230440005120105;1;30;0;0
230440005120106;1;42;0;0
230440005120107;1;46;0;0
230440005120108;1;22;0;0
230440005120109;1;61;0;0
230440005120110;1;39;0;0
230440005120111;1;25;0;0
230440005120112;1;72;0;0
230440005120113;1;56;0;0
230440005120114;1;35;0;0
230440005120115;1;39;0;0
230440005120116;1;40;0;0
230440005120117;1;89;0;0
230440005120118;1;71;0;0
230440005120119;1;79;0;0
230440005120120;1;44;0;0
230440005120121;1;50;0;0
230440005120122;1;31;0;0
230440005120123;1;99;1;0
230440005120124;1;64;0;0
230440005120125;1;66;0;0
230440005120126;1;33;0;0
230440005120127;1;79;0;0
230440005120128;1;69;0;0
230440005120129;1;69;0;0
230440005120130;1;75;0;0
230440005120131;1;44;0;0
230440005120132;1;135;0;0
230440005120133;1;64;0;0
230440005120134;1;141;0;0
230440005120135;1;161;4;1
230440005120136;1;46;0;0
230440005120137;1;80;0;2
230440005120138;1;92;5;0
230440005120139;1;37;0;0
230440005120355;1;73;1;0
230440005120356;1;68;0;0
230440005120357;1;73;0;0
230440005120358;1;47;0;0
230440005120359;1;46;0;0
230440005120360;1;23;0;0
230440005120361;1;49;0;0
230440005120362;1;66;0;0
230440005120363;1;97;0;0
230440005120364;1;34;0;0
230440005120365;1;44;0;0
230440005120366;1;21;0;0
230440005120367;1;80;0;0
230440005120368;1;28;0;0
230440005120369;1;31;0;0
230440005120370;1;57;0;0
230440005120371;1;41;0;0
230440005120372;1;41;0;0
230440005120373;1;7;0;0
230440005120374;1;33;0;0
230440005120375;1;24;0;0
230440005120376;1;49;0;0
230440005120377;1;63;0;0
230440005120378;1;86;0;0
230440005120379;1;71;0;0
230440005120380;1;34;0;0
230440005120381;1;52;0;0
230440005120382;1;14;0;0
230440005120383;1;59;0;0
230440005120384;1;57;0;0
230440005120385;1;59;1;0
230440005120386;1;65;1;0
230440005120387;1;30;0;0
230440005120388;1;33;0;0
230440005120389;1;72;0;0
230440005120390;1;37;0;0
230440005120391;1;68;0;0
230440005120392;1;63;0;0
230440005120393;1;73;0;0
230440005120394;1;56;0;0
230440005120395;1;42;0;0
230440005120396;1;52;3;0
230440005120397;1;98;1;0
230440005120398;1;78;0;0
230440005120399;1;32;0;0
230440005120400;1;89;1;0
230440005120401;1;149;0;0
230440005120402;1;85;0;0
230440005120403;1;102;0;0
230440005120404;1;54;0;0
230440005120405;1;126;1;0
230440005120406;1;90;2;0
230440005120407;1;74;0;0
230440005120408;1;93;1;0
230440005120409;1;33;0;0
230440005120410;1;120;0;0
230440005120411;1;106;1;0
230440005120412;1;34;1;0
230440005120413;1;172;1;0
230440005120414;1;33;0;0
230440005120415;1;22;0;0
230440005120416;1;92;0;0
230440005120417;1;140;0;0
230440005120418;1;74;0;0
230440005120419;1;95;0;0
230440005120420;1;33;0;0
230440005120421;1;61;0;0
230440005120422;1;30;0;0
230440005120423;1;107;0;0
230440005120424;1;96;1;0
230440005120425;1;102;0;0
230440005120426;1;107;0;0
230440005120427;1;55;0;0
230440005120428;1;78;0;0
230440005120429;1;134;0;0
230440005120607;1;40;0;0
230440005120608;1;56;0;0
230440005120609;1;40;0;0
230440005120610;1;73;0;0
230440005120611;1;112;0;0
230440005120612;1;90;1;0
230440005120613;1;124;0;0
230440005120614;1;221;0;0
230440005120615;1;63;0;0
230440005120616;1;59;0;0
230440005120617;1;127;0;0
230440005120618;1;90;1;0
230440005120619;1;94;0;0
230440005120620;1;56;0;0
230440005120621;1;85;0;0
230440005120622;1;202;0;0
230440005120623;1;250;5;0
230440005120624;1;161;1;0
230440005120625;1;255;0;0
230440005120626;1;136;1;0
230440005120627;1;106;0;0
230440005120628;1;145;5;0
230440005120629;1;108;0;0
230440005120630;1;199;2;0
230440005120631;1;76;1;0
230440005120632;1;117;4;0
230440005120633;1;245;1;0
